time,Z
12.562,2.351084
12.563,2.346892
12.564,2.342627
12.565,2.338315
12.566,2.333996
12.567,2.329634
12.568,2.325227
12.569,2.320779
12.57,2.316404
12.571,2.311771
12.572,2.307214
12.573,2.302623
12.574,2.298009
12.575,2.293333
12.576,2.288656
12.577,2.283957
12.578,2.279121
12.579,2.274409
12.58,2.269475
12.581,2.264614
12.582,2.259733
12.583,2.254728
12.584,2.249801
12.585,2.244732
12.586,2.239715
12.587,2.234627
12.588,2.229482
12.589,2.224315
12.59,2.219055
12.591,2.213815
12.592,2.208539
12.593,2.203275
12.594,2.197847
12.595,2.192509
12.596,2.187068
12.597,2.181619
12.598,2.176082
12.599,2.170526
12.6,2.164924
12.601,2.159367
12.602,2.153625
12.603,2.147937
12.604,2.142176
12.605,2.136371
12.606,2.130462
12.607,2.124604
12.608,2.118688
12.609,2.112844
12.61,2.106837
12.611,2.10085
12.612,2.09474
12.613,2.088739
12.614,2.082667
12.615,2.076522
12.616,2.070374
12.617,2.064141
12.618,2.057962
12.619,2.051664
12.62,2.045364
12.621,2.039057
12.622,2.03274
12.623,2.026317
12.624,2.019872
12.625,2.013406
12.626,2.00686
12.627,2.000339
12.628,1.993666
12.629,1.987107
12.63,1.980514
12.631,1.973802
12.632,1.967078
12.633,1.960442
12.634,1.953511
12.635,1.946838
12.636,1.939972
12.637,1.933049
12.638,1.926122
12.639,1.919217
12.64,1.912222
12.641,1.905258
12.642,1.898223
12.643,1.891151
12.644,1.884073
12.645,1.877034
12.646,1.869804
12.647,1.862608
12.648,1.855437
12.649,1.848161
12.65,1.84089
12.651,1.833589
12.652,1.826251
12.653,1.818893
12.654,1.811475
12.655,1.803999
12.656,1.796514
12.657,1.788995
12.658,1.781361
12.659,1.773705
12.66,1.766064
12.661,1.758437
12.662,1.750742
12.663,1.743047
12.664,1.735324
12.665,1.727581
12.666,1.719721
12.667,1.71189
12.668,1.704071
12.669,1.696227
12.67,1.688262
12.671,1.680361
12.672,1.672381
12.673,1.664397
12.674,1.656327
12.675,1.648203
12.676,1.640057
12.677,1.632009
12.678,1.623891
12.679,1.615631
12.68,1.607385
12.681,1.599168
12.682,1.59093
12.683,1.582599
12.684,1.574311
12.685,1.565927
12.686,1.557592
12.687,1.549068
12.688,1.540681
12.689,1.532245
12.69,1.523792
12.691,1.515271
12.692,1.506699
12.693,1.498083
12.694,1.489441
12.695,1.480766
12.696,1.472007
12.697,1.463311
12.698,1.454628
12.699,1.445917
12.7,1.43721
12.701,1.428385
12.702,1.419631
12.703,1.410821
12.704,1.401942
12.705,1.39302
12.706,1.384185
12.707,1.375208
12.708,1.366262
12.709,1.357277
12.71,1.348194
12.711,1.339187
12.712,1.330125
12.713,1.321048
12.714,1.311964
12.715,1.302776
12.716,1.293555
12.717,1.28438
12.718,1.275215
12.719,1.265974
12.72,1.256628
12.721,1.247376
12.722,1.237971
12.723,1.228587
12.724,1.219126
12.725,1.209708
12.726,1.20032
12.727,1.190893
12.728,1.181419
12.729,1.171954
12.73,1.162496
12.731,1.153015
12.732,1.143474
12.733,1.133938
12.734,1.124322
12.735,1.114809
12.736,1.105149
12.737,1.09548
12.738,1.085863
12.739,1.076153
12.74,1.066457
12.741,1.056724
12.742,1.047011
12.743,1.037191
12.744,1.027403
12.745,1.017592
12.746,1.007683
12.747,0.997748
12.748,0.987799
12.749,0.977913
12.75,0.967982
12.751,0.958049
12.752,0.948083
12.753,0.93811
12.754,0.928136
12.755,0.918097
12.756,0.908049
12.757,0.897997
12.758,0.887917
12.759,0.877834
12.76,0.867745
12.761,0.857639
12.762,0.847512
12.763,0.837324
12.764,0.827176
12.765,0.816943
12.766,0.806703
12.767,0.796441
12.768,0.786194
12.769,0.775915
12.77,0.765706
12.771,0.755357
12.772,0.745041
12.773,0.73471
12.774,0.724328
12.775,0.713952
12.776,0.703539
12.777,0.693117
12.778,0.682678
12.779,0.672213
12.78,0.661792
12.781,0.651272
12.782,0.640796
12.783,0.630318
12.784,0.619793
12.785,0.609313
12.786,0.598853
12.787,0.588272
12.788,0.577739
12.789,0.567166
12.79,0.556598
12.791,0.545956
12.792,0.535356
12.793,0.524669
12.794,0.513986
12.795,0.503217
12.796,0.492471
12.797,0.481794
12.798,0.471048
12.799,0.460372
12.8,0.449626
12.801,0.438979
12.802,0.428242
12.803,0.417502
12.804,0.40671
12.805,0.395978
12.806,0.385154
12.807,0.374348
12.808,0.363451
12.809,0.352581
12.81,0.341677
12.811,0.330826
12.812,0.319961
12.813,0.309094
12.814,0.298187
12.815,0.287304
12.816,0.276395
12.817,0.265473
12.818,0.254546
12.819,0.243597
12.82,0.232607
12.821,0.221704
12.822,0.210688
12.823,0.19973
12.824,0.188727
12.825,0.177679
12.826,0.166693
12.827,0.155675
12.828,0.144648
12.829,0.133562
12.83,0.12254
12.831,0.11153
12.832,0.100478
12.833,0.089452
12.834,0.07837
12.835,0.067336
12.836,0.056181
12.837,0.045002
12.838,0.033937
12.839,0.022783
12.84,0.011704
12.841,0.000566
12.842,-0.010558
12.843,-0.021636
12.844,-0.032772
12.845,-0.043883
12.846,-0.055055
12.847,-0.06625
12.848,-0.07746
12.849,-0.088641
12.85,-0.099776
12.851,-0.111046
12.852,-0.122169
12.853,-0.133384
12.854,-0.144522
12.855,-0.155682
12.856,-0.166903
12.857,-0.178087
12.858,-0.189283
12.859,-0.200538
12.86,-0.211761
12.861,-0.223027
12.862,-0.234236
12.863,-0.245452
12.864,-0.256704
12.865,-0.267927
12.866,-0.279167
12.867,-0.290386
12.868,-0.301602
12.869,-0.312846
12.87,-0.324077
12.871,-0.335293
12.872,-0.346558
12.873,-0.357858
12.874,-0.369097
12.875,-0.380367
12.876,-0.391607
12.877,-0.402869
12.878,-0.414057
12.879,-0.425309
12.88,-0.436566
12.881,-0.447813
12.882,-0.459087
12.883,-0.470362
12.884,-0.48159
12.885,-0.492813
12.886,-0.504129
12.887,-0.515331
12.888,-0.526579
12.889,-0.537818
12.89,-0.549054
12.891,-0.560348
12.892,-0.571596
12.893,-0.582828
12.894,-0.594032
12.895,-0.605283
12.896,-0.616507
12.897,-0.627758
12.898,-0.638994
12.899,-0.650274
12.9,-0.661435
12.901,-0.672729
12.902,-0.683939
12.903,-0.695119
12.904,-0.706324
12.905,-0.717501
12.906,-0.728682
12.907,-0.739895
12.908,-0.751013
12.909,-0.762225
12.91,-0.773439
12.911,-0.784576
12.912,-0.795768
12.913,-0.806976
12.914,-0.81816
12.915,-0.829284
12.916,-0.840492
12.917,-0.851718
12.918,-0.862847
12.919,-0.87408
12.92,-0.885178
12.921,-0.896268
12.922,-0.907415
12.923,-0.918517
12.924,-0.929583
12.925,-0.940644
12.926,-0.951739
12.927,-0.962748
12.928,-0.973806
12.929,-0.984866
12.93,-0.995897
12.931,-1.006966
12.932,-1.017946
12.933,-1.029016
12.934,-1.040098
12.935,-1.051077
12.936,-1.062087
12.937,-1.073142
12.938,-1.084242
12.939,-1.095302
12.94,-1.10634
12.941,-1.117256
12.942,-1.128205
12.943,-1.139188
12.944,-1.150119
12.945,-1.16102
12.946,-1.171918
12.947,-1.182801
12.948,-1.193665
12.949,-1.204527
12.95,-1.215376
12.951,-1.226273
12.952,-1.237062
12.953,-1.247886
12.954,-1.258666
12.955,-1.269492
12.956,-1.280216
12.957,-1.291053
12.958,-1.301783
12.959,-1.312502
12.96,-1.323268
12.961,-1.334003
12.962,-1.344794
12.963,-1.355675
12.964,-1.366504
12.965,-1.377138
12.966,-1.387829
12.967,-1.398526
12.968,-1.409215
12.969,-1.419826
12.97,-1.430475
12.971,-1.441045
12.972,-1.451654
12.973,-1.462176
12.974,-1.472757
12.975,-1.483251
12.976,-1.493836
12.977,-1.504317
12.978,-1.514798
12.979,-1.525282
12.98,-1.535716
12.981,-1.546194
12.982,-1.556594
12.983,-1.567039
12.984,-1.577407
12.985,-1.587782
12.986,-1.598155
12.987,-1.608487
12.988,-1.618826
12.989,-1.629139
12.99,-1.639454
12.991,-1.649741
12.992,-1.660116
12.993,-1.67065
12.994,-1.680726
12.995,-1.690916
12.996,-1.701156
12.997,-1.711316
12.998,-1.721517
12.999,-1.731681
13.0,-1.741804
13.001,-1.751898
13.002,-1.762
13.003,-1.772068
13.004,-1.782124
13.005,-1.792151
13.006,-1.802169
13.007,-1.812173
13.008,-1.822139
13.009,-1.83209
13.01,-1.842062
13.011,-1.851971
13.012,-1.861864
13.013,-1.871721
13.014,-1.88158
13.015,-1.891406
13.016,-1.9012
13.017,-1.910969
13.018,-1.920746
13.019,-1.93051
13.02,-1.940222
13.021,-1.949961
13.022,-1.959633
13.023,-1.969305
13.024,-1.978962
13.025,-1.988618
13.026,-1.998305
13.027,-2.008126
13.028,-2.01761
13.029,-2.02715
13.03,-2.036703
13.031,-2.046168
13.032,-2.055567
13.033,-2.065009
13.034,-2.074431
13.035,-2.083804
13.036,-2.093107
13.037,-2.102437
13.038,-2.111742
13.039,-2.121004
13.04,-2.130268
13.041,-2.139495
13.042,-2.148746
13.043,-2.157955
13.044,-2.167126
13.045,-2.176307
13.046,-2.185447
13.047,-2.194558
13.048,-2.203672
13.049,-2.212734
13.05,-2.221784
13.051,-2.230793
13.052,-2.239806
13.053,-2.248876
13.054,-2.257685
13.055,-2.2667
13.056,-2.275515
13.057,-2.284564
13.058,-2.293131
13.059,-2.302036
13.06,-2.310965
13.061,-2.319573
13.062,-2.328379
13.063,-2.337085
13.064,-2.34576
13.065,-2.354442
13.066,-2.363145
13.067,-2.371797
13.068,-2.380419
13.069,-2.389147
13.07,-2.397556
13.071,-2.406041
13.072,-2.414495
13.073,-2.423005
13.074,-2.431384
13.075,-2.439727
13.076,-2.448013
13.077,-2.456322
13.078,-2.46459
13.079,-2.472801
13.08,-2.481027
13.081,-2.489126
13.082,-2.497282
13.083,-2.505395
13.084,-2.513442
13.085,-2.521435
13.086,-2.529419
13.087,-2.537461
13.088,-2.545287
13.089,-2.553251
13.09,-2.561102
13.091,-2.568928
13.092,-2.576754
13.093,-2.58454
13.094,-2.592353
13.095,-2.600073
13.096,-2.607781
13.097,-2.615447
13.098,-2.623196
13.099,-2.630727
13.1,-2.638398
13.101,-2.645881
13.102,-2.653486
13.103,-2.661005
13.104,-2.668511
13.105,-2.675939
13.106,-2.683393
13.107,-2.690763
13.108,-2.698162
13.109,-2.705486
13.11,-2.712799
13.111,-2.720017
13.112,-2.727328
13.113,-2.734494
13.114,-2.741692
13.115,-2.748925
13.116,-2.75594
13.117,-2.763058
13.118,-2.770225
13.119,-2.777212
13.12,-2.78422
13.121,-2.791207
13.122,-2.798154
13.123,-2.805288
13.124,-2.812246
13.125,-2.818993
13.126,-2.825742
13.127,-2.832518
13.128,-2.839315
13.129,-2.845983
13.13,-2.852585
13.131,-2.859211
13.132,-2.865764
13.133,-2.872435
13.134,-2.878824
13.135,-2.885284
13.136,-2.891691
13.137,-2.898078
13.138,-2.904551
13.139,-2.910761
13.14,-2.917141
13.141,-2.923351
13.142,-2.929514
13.143,-2.935863
13.144,-2.941909
13.145,-2.948112
13.146,-2.954249
13.147,-2.960216
13.148,-2.966287
13.149,-2.972241
13.15,-2.978276
13.151,-2.984168
13.152,-2.990056
13.153,-2.995901
13.154,-3.001744
13.155,-3.007504
13.156,-3.013222
13.157,-3.019021
13.158,-3.024605
13.159,-3.030298
13.16,-3.035926
13.161,-3.041469
13.162,-3.047019
13.163,-3.052528
13.164,-3.057925
13.165,-3.063362
13.166,-3.068735
13.167,-3.074015
13.168,-3.079444
13.169,-3.084776
13.17,-3.089928
13.171,-3.095205
13.172,-3.100227
13.173,-3.105455
13.174,-3.110559
13.175,-3.115692
13.176,-3.120774
13.177,-3.125847
13.178,-3.130868
13.179,-3.135816
13.18,-3.140772
13.181,-3.145651
13.182,-3.150523
13.183,-3.155353
13.184,-3.160131
13.185,-3.164928
13.186,-3.169611
13.187,-3.174331
13.188,-3.178938
13.189,-3.183584
13.19,-3.188199
13.191,-3.192727
13.192,-3.197262
13.193,-3.201807
13.194,-3.206295
13.195,-3.210725
13.196,-3.215193
13.197,-3.219576
13.198,-3.223932
13.199,-3.228271
13.2,-3.232592
13.201,-3.236854
13.202,-3.241139
13.203,-3.245311
13.204,-3.249468
13.205,-3.253565
13.206,-3.25767
13.207,-3.261724
13.208,-3.265811
13.209,-3.269835
13.21,-3.273802
13.211,-3.277791
13.212,-3.281771
13.213,-3.285684
13.214,-3.289555
13.215,-3.293393
13.216,-3.29718
13.217,-3.300968
13.218,-3.3047
13.219,-3.308462
13.22,-3.312193
13.221,-3.315863
13.222,-3.319463
13.223,-3.323063
13.224,-3.326533
13.225,-3.330025
13.226,-3.333405
13.227,-3.336709
13.228,-3.339907
13.229,-3.343047
13.23,-3.346069
13.231,-3.349001
13.232,-3.351791
13.233,-3.354528
13.234,-3.357191
13.235,-3.359866
13.236,-3.362387
13.237,-3.364949
13.238,-3.367407
13.239,-3.369809
13.24,-3.372345
13.241,-3.374827
13.242,-3.377226
13.243,-3.37967
13.244,-3.382059
13.245,-3.384421
13.246,-3.386843
13.247,-3.389161
13.248,-3.391379
13.249,-3.393749
13.25,-3.396029
13.251,-3.398288
13.252,-3.400578
13.253,-3.402869
13.254,-3.40518
13.255,-3.407531
13.256,-3.409889
13.257,-3.412289
13.258,-3.414682
13.259,-3.417126
13.26,-3.419558
13.261,-3.422001
13.262,-3.424438
13.263,-3.426606
13.264,-3.428689
13.265,-3.430159
13.266,-3.430756
13.267,-3.431128
13.268,-3.430891
13.269,-3.430336
13.27,-3.430147
13.271,-3.429777
13.272,-3.429547
13.273,-3.429462
13.274,-3.429473
13.275,-3.429466
13.276,-3.429686
13.277,-3.429999
13.278,-3.430334
13.279,-3.430668
13.28,-3.43099
13.281,-3.431295
13.282,-3.431592
13.283,-3.431854
13.284,-3.432088
13.285,-3.432273
13.286,-3.432302
13.287,-3.432424
13.288,-3.432435
13.289,-3.432554
13.29,-3.432553
13.291,-3.4325
13.292,-3.432411
13.293,-3.432272
13.294,-3.432102
13.295,-3.432009
13.296,-3.431739
13.297,-3.431294
13.298,-3.431077
13.299,-3.430567
13.3,-3.430246
13.301,-3.429648
13.302,-3.429242
13.303,-3.428546
13.304,-3.427936
13.305,-3.427404
13.306,-3.42659
13.307,-3.425828
13.308,-3.42506
13.309,-3.424205
13.31,-3.423343
13.311,-3.422404
13.312,-3.42141
13.313,-3.420428
13.314,-3.419332
13.315,-3.418219
13.316,-3.417098
13.317,-3.415813
13.318,-3.414614
13.319,-3.413325
13.32,-3.412019
13.321,-3.410559
13.322,-3.409098
13.323,-3.407676
13.324,-3.406215
13.325,-3.404543
13.326,-3.402996
13.327,-3.401313
13.328,-3.399633
13.329,-3.397872
13.33,-3.396064
13.331,-3.394156
13.332,-3.392281
13.333,-3.390357
13.334,-3.388388
13.335,-3.386401
13.336,-3.384311
13.337,-3.382199
13.338,-3.380037
13.339,-3.377912
13.34,-3.375669
13.341,-3.373402
13.342,-3.371028
13.343,-3.368686
13.344,-3.366268
13.345,-3.363858
13.346,-3.361349
13.347,-3.358833
13.348,-3.356285
13.349,-3.353534
13.35,-3.350871
13.351,-3.348204
13.352,-3.345476
13.353,-3.342613
13.354,-3.339782
13.355,-3.336976
13.356,-3.333984
13.357,-3.330999
13.358,-3.328029
13.359,-3.324926
13.36,-3.32193
13.361,-3.318786
13.362,-3.3156
13.363,-3.312373
13.364,-3.309043
13.365,-3.305799
13.366,-3.302375
13.367,-3.298997
13.368,-3.2955
13.369,-3.292059
13.37,-3.288529
13.371,-3.284921
13.372,-3.281306
13.373,-3.27767
13.374,-3.273908
13.375,-3.270178
13.376,-3.26645
13.377,-3.26256
13.378,-3.258686
13.379,-3.254851
13.38,-3.250818
13.381,-3.246866
13.382,-3.242836
13.383,-3.238752
13.384,-3.234685
13.385,-3.230512
13.386,-3.22633
13.387,-3.222029
13.388,-3.217778
13.389,-3.213454
13.39,-3.209073
13.391,-3.204722
13.392,-3.200198
13.393,-3.195841
13.394,-3.191082
13.395,-3.186671
13.396,-3.181981
13.397,-3.177377
13.398,-3.172742
13.399,-3.167807
13.4,-3.163008
13.401,-3.158167
13.402,-3.153426
13.403,-3.148323
13.404,-3.143488
13.405,-3.138465
13.406,-3.133474
13.407,-3.128385
13.408,-3.123263
13.409,-3.118134
13.41,-3.112942
13.411,-3.107647
13.412,-3.10235
13.413,-3.097109
13.414,-3.091714
13.415,-3.086293
13.416,-3.080994
13.417,-3.075289
13.418,-3.069872
13.419,-3.064173
13.42,-3.058539
13.421,-3.052853
13.422,-3.047051
13.423,-3.041278
13.424,-3.035473
13.425,-3.029657
13.426,-3.023789
13.427,-3.017888
13.428,-3.011975
13.429,-3.006011
13.43,-3.000093
13.431,-2.994141
13.432,-2.988017
13.433,-2.981932
13.434,-2.975873
13.435,-2.969686
13.436,-2.963518
13.437,-2.957291
13.438,-2.950943
13.439,-2.944589
13.44,-2.938228
13.441,-2.931849
13.442,-2.925429
13.443,-2.919002
13.444,-2.912491
13.445,-2.906014
13.446,-2.899405
13.447,-2.892825
13.448,-2.886203
13.449,-2.879532
13.45,-2.872866
13.451,-2.866094
13.452,-2.859326
13.453,-2.852563
13.454,-2.845676
13.455,-2.838798
13.456,-2.83192
13.457,-2.824929
13.458,-2.817878
13.459,-2.810931
13.46,-2.803866
13.461,-2.796782
13.462,-2.789663
13.463,-2.782536
13.464,-2.775328
13.465,-2.768122
13.466,-2.760886
13.467,-2.753614
13.468,-2.746333
13.469,-2.739001
13.47,-2.731675
13.471,-2.724224
13.472,-2.716853
13.473,-2.709362
13.474,-2.701874
13.475,-2.694365
13.476,-2.68684
13.477,-2.67933
13.478,-2.671734
13.479,-2.66419
13.48,-2.656412
13.481,-2.648639
13.482,-2.640745
13.483,-2.63293
13.484,-2.624913
13.485,-2.61695
13.486,-2.60896
13.487,-2.600913
13.488,-2.592934
13.489,-2.585014
13.49,-2.577006
13.491,-2.569054
13.492,-2.561022
13.493,-2.553095
13.494,-2.544854
13.495,-2.536891
13.496,-2.528669
13.497,-2.520493
13.498,-2.512192
13.499,-2.503965
13.5,-2.495693
13.501,-2.487383
13.502,-2.479087
13.503,-2.470729
13.504,-2.462251
13.505,-2.453874
13.506,-2.445505
13.507,-2.436974
13.508,-2.428391
13.509,-2.419865
13.51,-2.411344
13.511,-2.402682
13.512,-2.39408
13.513,-2.385443
13.514,-2.37683
13.515,-2.368206
13.516,-2.359424
13.517,-2.350741
13.518,-2.34206
13.519,-2.333105
13.52,-2.324276
13.521,-2.315485
13.522,-2.306671
13.523,-2.297755
13.524,-2.288781
13.525,-2.279705
13.526,-2.270619
13.527,-2.261449
13.528,-2.252287
13.529,-2.243292
13.53,-2.234267
13.531,-2.225112
13.532,-2.2161
13.533,-2.207039
13.534,-2.197936
13.535,-2.188802
13.536,-2.179633
13.537,-2.170597
13.538,-2.161345
13.539,-2.152074
13.54,-2.142795
13.541,-2.133546
13.542,-2.124264
13.543,-2.11494
13.544,-2.105597
13.545,-2.096188
13.546,-2.086778
13.547,-2.077394
13.548,-2.067947
13.549,-2.058463
13.55,-2.048968
13.551,-2.039548
13.552,-2.029916
13.553,-2.020366
13.554,-2.010823
13.555,-2.001254
13.556,-1.99161
13.557,-1.981988
13.558,-1.972292
13.559,-1.962404
13.56,-1.952549
13.561,-1.942723
13.562,-1.932926
13.563,-1.92315
13.564,-1.913445
13.565,-1.903625
13.566,-1.893869
13.567,-1.883993
13.568,-1.874167
13.569,-1.864324
13.57,-1.854426
13.571,-1.844549
13.572,-1.834643
13.573,-1.824722
13.574,-1.814734
13.575,-1.804774
13.576,-1.794764
13.577,-1.784754
13.578,-1.774748
13.579,-1.764712
13.58,-1.754651
13.581,-1.744648
13.582,-1.734624
13.583,-1.724558
13.584,-1.714417
13.585,-1.7043
13.586,-1.694167
13.587,-1.683912
13.588,-1.673704
13.589,-1.663403
13.59,-1.653164
13.591,-1.642946
13.592,-1.632726
13.593,-1.622543
13.594,-1.612223
13.595,-1.601971
13.596,-1.591674
13.597,-1.581366
13.598,-1.571051
13.599,-1.56066
13.6,-1.550273
13.601,-1.539912
13.602,-1.529509
13.603,-1.519074
13.604,-1.508585
13.605,-1.498216
13.606,-1.487695
13.607,-1.477341
13.608,-1.466848
13.609,-1.456343
13.61,-1.44584
13.611,-1.435359
13.612,-1.424817
13.613,-1.41423
13.614,-1.403586
13.615,-1.393073
13.616,-1.382464
13.617,-1.371994
13.618,-1.361414
13.619,-1.350804
13.62,-1.340237
13.621,-1.329659
13.622,-1.319039
13.623,-1.308402
13.624,-1.297741
13.625,-1.287058
13.626,-1.276372
13.627,-1.265654
13.628,-1.254984
13.629,-1.244216
13.63,-1.233565
13.631,-1.222841
13.632,-1.212037
13.633,-1.201278
13.634,-1.190568
13.635,-1.17974
13.636,-1.168939
13.637,-1.158064
13.638,-1.147307
13.639,-1.136429
13.64,-1.125688
13.641,-1.114907
13.642,-1.104137
13.643,-1.093192
13.644,-1.082428
13.645,-1.071547
13.646,-1.060698
13.647,-1.049864
13.648,-1.038911
13.649,-1.028061
13.65,-1.0171
13.651,-1.006257
13.652,-0.995338
13.653,-0.984499
13.654,-0.973602
13.655,-0.962579
13.656,-0.951725
13.657,-0.940738
13.658,-0.929856
13.659,-0.918888
13.66,-0.907886
13.661,-0.896915
13.662,-0.886025
13.663,-0.87502
13.664,-0.864069
13.665,-0.853056
13.666,-0.842103
13.667,-0.831134
13.668,-0.820114
13.669,-0.809067
13.67,-0.798053
13.671,-0.787048
13.672,-0.775975
13.673,-0.765042
13.674,-0.754001
13.675,-0.743043
13.676,-0.732006
13.677,-0.721003
13.678,-0.710024
13.679,-0.699004
13.68,-0.687957
13.681,-0.676888
13.682,-0.665905
13.683,-0.654861
13.684,-0.643825
13.685,-0.632775
13.686,-0.621756
13.687,-0.610716
13.688,-0.599656
13.689,-0.588627
13.69,-0.577508
13.691,-0.566478
13.692,-0.555352
13.693,-0.544333
13.694,-0.533343
13.695,-0.522345
13.696,-0.511312
13.697,-0.500261
13.698,-0.489219
13.699,-0.478255
13.7,-0.467108
13.701,-0.456119
13.702,-0.44509
13.703,-0.434083
13.704,-0.423028
13.705,-0.411986
13.706,-0.400943
13.707,-0.389952
13.708,-0.378859
13.709,-0.367861
13.71,-0.356845
13.711,-0.345822
13.712,-0.334858
13.713,-0.323832
13.714,-0.312848
13.715,-0.301818
13.716,-0.290829
13.717,-0.279851
13.718,-0.268817
13.719,-0.257864
13.72,-0.246855
13.721,-0.235903
13.722,-0.224927
13.723,-0.21399
13.724,-0.202945
13.725,-0.192076
13.726,-0.181113
13.727,-0.170171
13.728,-0.159275
13.729,-0.148331
13.73,-0.137347
13.731,-0.126443
13.732,-0.115512
13.733,-0.104589
13.734,-0.0937
13.735,-0.082829
13.736,-0.071916
13.737,-0.061038
13.738,-0.050177
13.739,-0.039352
13.74,-0.028459
13.741,-0.01761
13.742,-0.006777
13.743,0.004129
13.744,0.014948
13.745,0.025744
13.746,0.03658
13.747,0.047349
13.748,0.058163
13.749,0.06897
13.75,0.079731
13.751,0.090481
13.752,0.101245
13.753,0.112002
13.754,0.122737
13.755,0.133426
13.756,0.144151
13.757,0.154876
13.758,0.165594
13.759,0.176334
13.76,0.186959
13.761,0.197621
13.762,0.208332
13.763,0.218982
13.764,0.229641
13.765,0.24025
13.766,0.250804
13.767,0.261436
13.768,0.272007
13.769,0.282591
13.77,0.293106
13.771,0.303665
13.772,0.314165
13.773,0.324698
13.774,0.335237
13.775,0.34578
13.776,0.356313
13.777,0.366854
13.778,0.377339
13.779,0.387777
13.78,0.398246
13.781,0.408667
13.782,0.419079
13.783,0.429466
13.784,0.439838
13.785,0.45017
13.786,0.460496
13.787,0.470851
13.788,0.48113
13.789,0.491481
13.79,0.501789
13.791,0.512044
13.792,0.522409
13.793,0.532679
13.794,0.543004
13.795,0.553198
13.796,0.563469
13.797,0.573681
13.798,0.583803
13.799,0.594023
13.8,0.604164
13.801,0.6143
13.802,0.62443
13.803,0.634488
13.804,0.644568
13.805,0.654683
13.806,0.664718
13.807,0.674845
13.808,0.684825
13.809,0.694793
13.81,0.70493
13.811,0.71479
13.812,0.724806
13.813,0.734687
13.814,0.74468
13.815,0.754577
13.816,0.764468
13.817,0.774375
13.818,0.7842
13.819,0.794066
13.82,0.803879
13.821,0.813659
13.822,0.823486
13.823,0.833244
13.824,0.843002
13.825,0.852786
13.826,0.862508
13.827,0.872189
13.828,0.881871
13.829,0.891648
13.83,0.901226
13.831,0.910828
13.832,0.920408
13.833,0.929988
13.834,0.939531
13.835,0.949028
13.836,0.958533
13.837,0.968018
13.838,0.977469
13.839,0.98688
13.84,0.9964
13.841,1.00586
13.842,1.015235
13.843,1.024598
13.844,1.033976
13.845,1.043333
13.846,1.05265
13.847,1.061916
13.848,1.0713
13.849,1.080564
13.85,1.089895
13.851,1.099139
13.852,1.108212
13.853,1.117536
13.854,1.126617
13.855,1.135731
13.856,1.144822
13.857,1.153879
13.858,1.162927
13.859,1.171916
13.86,1.180904
13.861,1.189881
13.862,1.198823
13.863,1.207734
13.864,1.216617
13.865,1.225512
13.866,1.23436
13.867,1.243161
13.868,1.251991
13.869,1.260789
13.87,1.269597
13.871,1.278346
13.872,1.287077
13.873,1.295796
13.874,1.304531
13.875,1.313211
13.876,1.321929
13.877,1.330587
13.878,1.339209
13.879,1.347802
13.88,1.356332
13.881,1.364794
13.882,1.373351
13.883,1.381776
13.884,1.390171
13.885,1.398552
13.886,1.406904
13.887,1.415271
13.888,1.423576
13.889,1.431868
13.89,1.440105
13.891,1.44833
13.892,1.456529
13.893,1.464741
13.894,1.472844
13.895,1.480985
13.896,1.489148
13.897,1.497171
13.898,1.505204
13.899,1.513229
13.9,1.521217
13.901,1.52915
13.902,1.537057
13.903,1.54502
13.904,1.552904
13.905,1.560812
13.906,1.568659
13.907,1.576472
13.908,1.584263
13.909,1.592042
13.91,1.599898
13.911,1.607575
13.912,1.615413
13.913,1.62303
13.914,1.630565
13.915,1.638161
13.916,1.645784
13.917,1.653327
13.918,1.660714
13.919,1.668169
13.92,1.675576
13.921,1.682943
13.922,1.690347
13.923,1.697568
13.924,1.704851
13.925,1.71215
13.926,1.719411
13.927,1.726529
13.928,1.733711
13.929,1.740884
13.93,1.747882
13.931,1.75493
13.932,1.761919
13.933,1.768887
13.934,1.775824
13.935,1.782724
13.936,1.789577
13.937,1.7965
13.938,1.803301
13.939,1.810102
13.94,1.816906
13.941,1.823607
13.942,1.830357
13.943,1.837012
13.944,1.843677
13.945,1.850285
13.946,1.85688
13.947,1.863459
13.948,1.869977
13.949,1.876441
13.95,1.883027
13.951,1.889451
13.952,1.89593
13.953,1.902292
13.954,1.908697
13.955,1.915078
13.956,1.921525
13.957,1.927771
13.958,1.933973
13.959,1.940181
13.96,1.946372
13.961,1.9525
13.962,1.958612
13.963,1.964664
13.964,1.970652
13.965,1.976741
13.966,1.982586
13.967,1.988529
13.968,1.99447
13.969,2.000261
13.97,2.006093
13.971,2.011852
13.972,2.017598
13.973,2.023346
13.974,2.029007
13.975,2.034674
13.976,2.040237
13.977,2.045802
13.978,2.05137
13.979,2.056847
13.98,2.062286
13.981,2.067723
13.982,2.073093
13.983,2.078471
13.984,2.083773
13.985,2.089039
13.986,2.094306
13.987,2.099481
13.988,2.104679
13.989,2.109805
13.99,2.114903
13.991,2.120081
13.992,2.125143
13.993,2.130001
13.994,2.134973
13.995,2.13995
13.996,2.144819
13.997,2.149701
13.998,2.154529
13.999,2.159368
14.0,2.164164
14.001,2.168942
14.002,2.173689
14.003,2.178388
14.004,2.18301
14.005,2.187665
14.006,2.192248
14.007,2.196848
14.008,2.201366
14.009,2.205875
14.01,2.210352
14.011,2.214805
14.012,2.219256
14.013,2.223569
14.014,2.227939
14.015,2.232272
14.016,2.236548
