time,Z
0.0,0.0
0.001,-0.166477
0.002,-0.004024
0.003,-0.003021
0.004,-0.002783
0.005,-0.002661
0.006,-0.002551
0.007,-0.002462
0.008,-0.002384
0.009,-0.002311
0.01,-0.002247
0.011,-0.002188
0.012,-0.002131
0.013,-0.002076
0.014,-0.002024
0.015,-0.001974
0.016,-0.001926
0.017,-0.001878
0.018,-0.001831
0.019,-0.001785
0.02,-0.001739
0.021,-0.001694
0.022,-0.001649
0.023,-0.001608
0.024,-0.001576
0.025,-0.001547
0.026,-0.001513
0.027,-0.001477
0.028,-0.00144
0.029,-0.001402
0.03,-0.001363
0.031,-0.001324
0.032,-0.001285
0.033,-0.001247
0.034,-0.001208
0.035,-0.001156
0.036,-0.001117
0.037,-0.001076
0.038,-0.001034
0.039,-0.000986
0.04,-0.000947
0.041,-0.000915
0.042,-0.000861
0.043,-0.000841
0.044,-0.000789
0.045,-0.000745
0.046,-0.000701
0.047,-0.000658
0.048,-0.000616
0.049,-0.000573
0.05,-0.00053
0.051,-0.000365
0.052,-0.000302
0.053,-0.00023
0.054,-0.000169
0.055,-0.000112
0.056,-5.7e-05
0.057,-1.6e-05
0.058,4.9e-05
0.059,8.7e-05
0.06,0.000149
0.061,0.000186
0.062,0.000247
0.063,0.000283
0.064,0.000342
0.065,0.000385
0.066,0.00043
0.067,0.000475
0.068,0.000518
0.069,0.000562
0.07,0.000605
0.071,0.000648
0.072,0.00069
0.073,0.000733
0.074,0.000775
0.075,0.000817
0.076,0.00086
0.077,0.000902
0.078,0.000945
0.079,0.000987
0.08,0.001029
0.081,0.00107
0.082,0.001112
0.083,0.001153
0.084,0.001194
0.085,0.001236
0.086,0.001277
0.087,0.001319
0.088,0.001361
0.089,0.001402
0.09,0.001444
0.091,0.001486
0.092,0.001527
0.093,0.001196
0.094,0.001473
0.095,0.001519
0.096,0.001235
0.097,0.001536
0.098,0.001593
0.099,0.001309
0.1,0.001623
0.101,0.00132
0.102,0.001657
0.103,0.001356
0.104,0.001703
0.105,0.001401
0.106,0.001758
0.107,0.00145
0.108,0.001449
0.109,0.001438
0.11,0.001448
0.111,0.00146
0.112,0.001477
0.113,0.001493
0.114,0.001515
0.115,0.001533
0.116,0.001554
0.117,0.001574
0.118,0.001595
0.119,0.001615
0.12,0.001636
0.121,0.001657
0.122,0.001677
0.123,0.001698
0.124,0.001719
0.125,0.001739
0.126,0.001759
0.127,0.001779
0.128,0.001799
0.129,0.001819
0.13,0.001839
0.131,0.001857
0.132,0.001879
0.133,0.001897
0.134,0.001917
0.135,0.001938
0.136,0.001956
0.137,0.001976
0.138,0.001996
0.139,0.002015
0.14,0.002033
0.141,0.002052
0.142,0.002071
0.143,0.00209
0.144,0.002108
0.145,0.002126
0.146,0.002146
0.147,0.002165
0.148,0.002006
0.149,0.002097
0.15,0.002159
0.151,0.002029
0.152,0.002132
0.153,0.002028
0.154,0.002147
0.155,0.002051
0.156,0.00217
0.157,0.002074
0.158,0.002194
0.159,0.002103
0.16,0.00207
0.161,0.00221
0.162,0.002131
0.163,0.002102
0.164,0.002095
0.165,0.002098
0.166,0.002105
0.167,0.002116
0.168,0.002123
0.169,0.002137
0.17,0.002144
0.171,0.00216
0.172,0.002168
0.173,0.002181
0.174,0.002192
0.175,0.002202
0.176,0.002215
0.177,0.002227
0.178,0.002239
0.179,0.00225
0.18,0.002262
0.181,0.002273
0.182,0.002287
0.183,0.002158
0.184,0.002254
0.185,0.002162
0.186,0.002266
0.187,0.002179
0.188,0.002155
0.189,0.002283
0.19,0.0022
0.191,0.002182
0.192,0.002181
0.193,0.002189
0.194,0.002197
0.195,0.002205
0.196,0.002213
0.197,0.002224
0.198,0.002232
0.199,0.002243
0.2,0.002253
0.201,0.002261
0.202,0.002273
0.203,0.002281
0.204,0.002294
0.205,0.002304
0.206,0.002311
0.207,0.002324
0.208,0.002334
0.209,0.002347
0.21,0.002354
0.211,0.002366
0.212,0.002378
0.213,0.002387
0.214,0.002403
0.215,0.002405
0.216,0.00232
0.217,0.002398
0.218,0.002332
0.219,0.002414
0.22,0.002352
0.221,0.002343
0.222,0.002342
0.223,0.002352
0.224,0.002361
0.225,0.00237
0.226,0.00238
0.227,0.002386
0.228,0.002398
0.229,0.002408
0.23,0.002417
0.231,0.002427
0.232,0.002437
0.233,0.002446
0.234,0.002457
0.235,0.002467
0.236,0.002476
0.237,0.002487
0.238,0.002497
0.239,0.002506
0.24,0.002518
0.241,0.002527
0.242,0.002539
0.243,0.002549
0.244,0.00256
0.245,0.00257
0.246,0.002509
0.247,0.002572
0.248,0.002527
0.249,0.002591
0.25,0.002546
0.251,0.002542
0.252,0.002549
0.253,0.00256
0.254,0.002568
0.255,0.002579
0.256,0.002587
0.257,0.002666
0.258,0.002621
0.259,0.00262
0.26,0.002697
0.261,0.002653
0.262,0.002721
0.263,0.002748
0.264,0.002763
0.265,0.002776
0.266,0.002789
0.267,0.002798
0.268,0.00281
0.269,0.002822
0.27,0.002831
0.271,0.002845
0.272,0.002856
0.273,0.002865
0.274,0.002878
0.275,0.002888
0.276,0.0029
0.277,0.002911
0.278,0.002921
0.279,0.002932
0.28,0.002943
0.281,0.002955
0.282,0.002965
0.283,0.002976
0.284,0.002987
0.285,0.002998
0.286,0.003009
0.287,0.00302
0.288,0.003032
0.289,0.003041
0.29,0.003166
0.291,0.003094
0.292,0.0032
0.293,0.00312
0.294,0.003227
0.295,0.003266
0.296,0.003289
0.297,0.003306
0.298,0.003321
0.299,0.003333
0.3,0.003347
0.301,0.00336
0.302,0.003372
0.303,0.003384
0.304,0.003398
0.305,0.00341
0.306,0.003422
0.307,0.003434
0.308,0.003446
0.309,0.003457
0.31,0.00347
0.311,0.003482
0.312,0.003494
0.313,0.003505
0.314,0.003516
0.315,0.003525
0.316,0.00354
0.317,0.003551
0.318,0.003562
0.319,0.003573
0.32,0.003584
0.321,0.003594
0.322,0.003606
0.323,0.003617
0.324,0.00363
0.325,0.003637
0.326,0.003648
0.327,0.003661
0.328,0.003671
0.329,0.003684
0.33,0.003693
0.331,0.003702
0.332,0.003713
0.333,0.003919
0.334,0.0038
0.335,0.003767
0.336,0.003969
0.337,0.003835
0.338,0.00401
0.339,0.003867
0.34,0.004038
0.341,0.003892
0.342,0.004063
0.343,0.003917
0.344,0.004088
0.345,0.004159
0.346,0.00397
0.347,0.004131
0.348,0.004202
0.349,0.004235
0.35,0.004262
0.351,0.004278
0.352,0.004294
0.353,0.004303
0.354,0.00432
0.355,0.004332
0.356,0.004344
0.357,0.004355
0.358,0.004368
0.359,0.004378
0.36,0.00439
0.361,0.004397
0.362,0.004411
0.363,0.004424
0.364,0.00443
0.365,0.004445
0.366,0.004454
0.367,0.004464
0.368,0.004476
0.369,0.004484
0.37,0.004492
0.371,0.004505
0.372,0.004513
0.373,0.004523
0.374,0.00453
0.375,0.004538
0.376,0.00455
0.377,0.004558
0.378,0.004568
0.379,0.004574
0.38,0.004585
0.381,0.00459
0.382,0.004602
0.383,0.004607
0.384,0.004615
0.385,0.004621
0.386,0.004632
0.387,0.004945
0.388,0.004782
0.389,0.004716
0.39,0.005006
0.391,0.004825
0.392,0.004753
0.393,0.005038
0.394,0.004857
0.395,0.00511
0.396,0.004892
0.397,0.005141
0.398,0.004922
0.399,0.00516
0.4,0.004941
0.401,0.005175
0.402,0.004958
0.403,0.005191
0.404,0.004967
0.405,0.005201
0.406,0.004977
0.407,0.005211
0.408,0.004985
0.409,0.005218
0.41,0.00535
0.411,0.005061
0.412,0.005254
0.413,0.005378
0.414,0.005074
0.415,0.005266
0.416,0.005387
0.417,0.005455
0.418,0.00511
0.419,0.005291
0.42,0.005402
0.421,0.005465
0.422,0.005501
0.423,0.005522
0.424,0.005532
0.425,0.005538
0.426,0.005542
0.427,0.00554
0.428,0.005544
0.429,0.005545
0.43,0.005544
0.431,0.005544
0.432,0.005543
0.433,0.005541
0.434,0.005539
0.435,0.005537
0.436,0.005534
0.437,0.005526
0.438,0.005528
0.439,0.005523
0.44,0.005523
0.441,0.005514
0.442,0.00551
0.443,0.005495
0.444,0.005492
0.445,0.00549
0.446,0.005482
0.447,0.005474
0.448,0.005468
0.449,0.005461
0.45,0.005452
0.451,0.005441
0.452,0.005426
0.453,0.005419
0.454,0.005413
0.455,0.005398
0.456,0.005389
0.457,0.005375
0.458,0.005369
0.459,0.005348
0.46,0.005341
0.461,0.005322
0.462,0.005312
0.463,0.005304
0.464,0.005277
0.465,0.005268
0.466,0.005257
0.467,0.005231
0.468,0.005221
0.469,0.005204
0.47,0.005182
0.471,0.005173
0.472,0.005148
0.473,0.005132
0.474,0.005112
0.475,0.005099
0.476,0.005074
0.477,0.005058
0.478,0.005036
0.479,0.005011
0.48,0.004999
0.481,0.004969
0.482,0.004948
0.483,0.004931
0.484,0.004901
0.485,0.004882
0.486,0.004856
0.487,0.004827
0.488,0.00481
0.489,0.004782
0.49,0.00476
0.491,0.004731
0.492,0.004707
0.493,0.004681
0.494,0.005513
0.495,0.004753
0.496,0.004704
0.497,0.005475
0.498,0.004702
0.499,0.005505
0.5,0.004673
0.501,0.005453
0.502,0.004623
0.503,0.005386
0.504,0.004567
0.505,0.005312
0.506,0.00451
0.507,0.005232
0.508,0.004448
0.509,0.005153
0.51,0.004383
0.511,0.005071
0.512,0.004318
0.513,0.004988
0.514,0.005065
0.515,0.00434
0.516,0.004938
0.517,0.004998
0.518,0.004263
0.519,0.004827
0.52,0.004877
0.521,0.004964
0.522,0.00417
0.523,0.0047
0.524,0.004727
0.525,0.004799
0.526,0.004817
0.527,0.004815
0.528,0.00481
0.529,0.004797
0.53,0.00477
0.531,0.004716
0.532,0.004696
0.533,0.004627
0.534,0.004604
0.535,0.004531
0.536,0.004506
0.537,0.00443
0.538,0.004405
0.539,0.004327
0.54,0.004302
0.541,0.00422
0.542,0.004196
0.543,0.004115
0.544,0.004084
0.545,0.004012
0.546,0.003977
0.547,0.003281
0.548,0.003601
0.549,0.003568
0.55,0.003686
0.551,0.003598
0.552,0.003157
0.553,0.003336
0.554,0.003303
0.555,0.003328
0.556,0.002958
0.557,0.003095
0.558,0.003089
0.559,0.00265
0.56,0.002889
0.561,0.002618
0.562,0.002781
0.563,0.002776
0.564,0.002574
0.565,0.002334
0.566,0.00251
0.567,0.002521
0.568,0.002306
0.569,0.002379
0.57,0.002254
0.571,0.00225
0.572,0.002132
0.573,0.00192
0.574,0.002019
0.575,0.001798
0.576,0.00181
0.577,0.001873
0.578,0.001773
0.579,0.001883
0.58,0.001557
0.581,0.001531
0.582,0.001516
0.583,0.001446
0.584,0.001459
0.585,0.001571
0.586,0.001086
0.587,0.001407
0.588,0.000936
0.589,0.00085
0.59,0.001268
0.591,0.000718
0.592,0.000883
0.593,0.000685
0.594,0.000931
0.595,0.000661
0.596,0.000723
0.597,0.00056
0.598,0.000584
0.599,0.000606
0.6,0.000509
0.601,0.00041
0.602,0.000348
0.603,0.00036
0.604,0.000217
0.605,0.000235
0.606,0.000111
0.607,0.000236
0.608,9.1e-05
0.609,0.000219
0.61,-6.9e-05
0.611,-2.1e-05
0.612,-9.3e-05
0.613,-0.000269
0.614,-0.000236
0.615,-0.000282
0.616,-0.000156
0.617,-0.000273
0.618,-0.000301
0.619,-0.000335
0.62,-0.000483
0.621,-0.000556
0.622,-0.000444
0.623,-0.000459
0.624,-0.000534
0.625,-0.00059
0.626,-0.000711
0.627,-0.000691
0.628,-0.000879
0.629,-0.000922
0.63,-0.001004
0.631,-0.001059
0.632,-0.00094
0.633,-0.001018
0.634,-0.000886
0.635,-0.001234
0.636,-0.001158
0.637,-0.001329
0.638,-0.001288
0.639,-0.001323
0.64,-0.001414
0.641,-0.001514
0.642,-0.001534
0.643,-0.001725
0.644,-0.001526
0.645,-0.001521
0.646,-0.001551
0.647,-0.001711
0.648,-0.001723
0.649,-0.001931
0.65,-0.002035
0.651,-0.001707
0.652,-0.002022
0.653,-0.001981
0.654,-0.00223
0.655,-0.002269
0.656,-0.002301
0.657,-0.001853
0.658,-0.002488
0.659,-0.002255
0.66,-0.00251
0.661,-0.002489
0.662,-0.002463
0.663,-0.002636
0.664,-0.002655
0.665,-0.002652
0.666,-0.002604
0.667,-0.002534
0.668,-0.002741
0.669,-0.002606
0.67,-0.002741
0.671,-0.00249
0.672,-0.002588
0.673,-0.002751
0.674,-0.002975
0.675,-0.002966
0.676,-0.003068
0.677,-0.002861
0.678,-0.003242
0.679,-0.003237
0.68,-0.003302
0.681,-0.003422
0.682,-0.003286
0.683,-0.003412
0.684,-0.003459
0.685,-0.003411
0.686,-0.003673
0.687,-0.003774
0.688,-0.003791
0.689,-0.003899
0.69,-0.003988
0.691,-0.003972
0.692,-0.004147
0.693,-0.004049
0.694,-0.004129
0.695,-0.004228
0.696,-0.004246
0.697,-0.004323
0.698,-0.004407
0.699,-0.004476
0.7,-0.004551
0.701,-0.004373
0.702,-0.004243
0.703,-0.004687
0.704,-0.004631
0.705,-0.004648
0.706,-0.004863
0.707,-0.004654
0.708,-0.004806
0.709,-0.004936
0.71,-0.005111
0.711,-0.004949
0.712,-0.005159
0.713,-0.005271
0.714,-0.005108
0.715,-0.005416
0.716,-0.005378
0.717,-0.005378
0.718,-0.005431
0.719,-0.005552
0.72,-0.005607
0.721,-0.005716
0.722,-0.005674
0.723,-0.00571
0.724,-0.005898
0.725,-0.005924
0.726,-0.006041
0.727,-0.006096
0.728,-0.006066
0.729,-0.006283
0.73,-0.006258
0.731,-0.006316
0.732,-0.006514
0.733,-0.006409
0.734,-0.00659
0.735,-0.006641
0.736,-0.006742
0.737,-0.006654
0.738,-0.006775
0.739,-0.006816
0.74,-0.007056
0.741,-0.006905
0.742,-0.007089
0.743,-0.007289
0.744,-0.007092
0.745,-0.007411
0.746,-0.007275
0.747,-0.007535
0.748,-0.007475
0.749,-0.007591
0.75,-0.007649
0.751,-0.007756
0.752,-0.007772
0.753,-0.007846
0.754,-0.007805
0.755,-0.007983
0.756,-0.008163
0.757,-0.008118
0.758,-0.008314
0.759,-0.008221
0.76,-0.008327
0.761,-0.00841
0.762,-0.008483
0.763,-0.008577
0.764,-0.008437
0.765,-0.008715
0.766,-0.008709
0.767,-0.008803
0.768,-0.008877
0.769,-0.008922
0.77,-0.009092
0.771,-0.009165
0.772,-0.009203
0.773,-0.009279
0.774,-0.009424
0.775,-0.009487
0.776,-0.009455
0.777,-0.009471
0.778,-0.009715
0.779,-0.009723
0.78,-0.009789
0.781,-0.009886
0.782,-0.009848
0.783,-0.009975
0.784,-0.010112
0.785,-0.010093
0.786,-0.010263
0.787,-0.01015
0.788,-0.010241
0.789,-0.010456
0.79,-0.010482
0.791,-0.010652
0.792,-0.01074
0.793,-0.010679
0.794,-0.010719
0.795,-0.010891
0.796,-0.010939
0.797,-0.011053
0.798,-0.011092
0.799,-0.011156
0.8,-0.011298
0.801,-0.011385
0.802,-0.01121
0.803,-0.011458
0.804,-0.011526
0.805,-0.011623
0.806,-0.011607
0.807,-0.01175
0.808,-0.011861
0.809,-0.011829
0.81,-0.01195
0.811,-0.012003
0.812,-0.012136
0.813,-0.012142
0.814,-0.012243
0.815,-0.012313
0.816,-0.012324
0.817,-0.012468
0.818,-0.012515
0.819,-0.012595
0.82,-0.012674
0.821,-0.012651
0.822,-0.012831
0.823,-0.012913
0.824,-0.012949
0.825,-0.013088
0.826,-0.013034
0.827,-0.01314
0.828,-0.013208
0.829,-0.013281
0.83,-0.013381
0.831,-0.013478
0.832,-0.013528
0.833,-0.013557
0.834,-0.013664
0.835,-0.013823
0.836,-0.013812
0.837,-0.013888
0.838,-0.013961
0.839,-0.014015
0.84,-0.014049
0.841,-0.014172
0.842,-0.014179
0.843,-0.014346
0.844,-0.014337
0.845,-0.014477
0.846,-0.014528
0.847,-0.014596
0.848,-0.014675
0.849,-0.01472
0.85,-0.014774
0.851,-0.014908
0.852,-0.015005
0.853,-0.015051
0.854,-0.01508
0.855,-0.015225
0.856,-0.015161
0.857,-0.015308
0.858,-0.015398
0.859,-0.015461
0.86,-0.015487
0.861,-0.015618
0.862,-0.015676
0.863,-0.015773
0.864,-0.01575
0.865,-0.015875
0.866,-0.015979
0.867,-0.015988
0.868,-0.016016
0.869,-0.016116
0.87,-0.016232
0.871,-0.016316
0.872,-0.016388
0.873,-0.016423
0.874,-0.016568
0.875,-0.016536
0.876,-0.016659
0.877,-0.016752
0.878,-0.016806
0.879,-0.016879
0.88,-0.016886
0.881,-0.017059
0.882,-0.017026
0.883,-0.017128
0.884,-0.017182
0.885,-0.017279
0.886,-0.017353
0.887,-0.017394
0.888,-0.01744
0.889,-0.017561
0.89,-0.01753
0.891,-0.017654
0.892,-0.017714
0.893,-0.017765
0.894,-0.017897
0.895,-0.01794
0.896,-0.018004
0.897,-0.018041
0.898,-0.018119
0.899,-0.018208
0.9,-0.018224
0.901,-0.018313
0.902,-0.018356
0.903,-0.018375
0.904,-0.018443
0.905,-0.01845
0.906,-0.018637
0.907,-0.018592
0.908,-0.018724
0.909,-0.018716
0.91,-0.018813
0.911,-0.018832
0.912,-0.018937
0.913,-0.018908
0.914,-0.019032
0.915,-0.019023
0.916,-0.019092
0.917,-0.01914
0.918,-0.019136
0.919,-0.019214
0.92,-0.019288
0.921,-0.019272
0.922,-0.019257
0.923,-0.019378
0.924,-0.019381
0.925,-0.019429
0.926,-0.01947
0.927,-0.019493
0.928,-0.019535
0.929,-0.019538
0.93,-0.0196
0.931,-0.019617
0.932,-0.019656
0.933,-0.019676
0.934,-0.019705
0.935,-0.019752
0.936,-0.019735
0.937,-0.019748
0.938,-0.019824
0.939,-0.019865
0.94,-0.019874
0.941,-0.019861
0.942,-0.01993
0.943,-0.019939
0.944,-0.019945
0.945,-0.019934
0.946,-0.019985
0.947,-0.020049
0.948,-0.020046
0.949,-0.020035
0.95,-0.020068
0.951,-0.020123
0.952,-0.020211
0.953,-0.020298
0.954,-0.020393
0.955,-0.020418
0.956,-0.020549
0.957,-0.020676
0.958,-0.020842
0.959,-0.020829
0.96,-0.021104
0.961,-0.021144
0.962,-0.021017
0.963,-0.021277
0.964,-0.021313
0.965,-0.021451
0.966,-0.021247
0.967,-0.021588
0.968,-0.021342
0.969,-0.021194
0.97,-0.021437
0.971,-0.021391
0.972,-0.021057
0.973,-0.021106
0.974,-0.021411
0.975,-0.02125
0.976,-0.021734
0.977,-0.021819
0.978,-0.021829
0.979,-0.021119
0.98,-0.021854
0.981,-0.021448
0.982,-0.021837
0.983,-0.022162
0.984,-0.021882
0.985,-0.021827
0.986,-0.021946
0.987,-0.021842
0.988,-0.022046
0.989,-0.022029
0.99,-0.022074
0.991,-0.02228
0.992,-0.021978
0.993,-0.02221
0.994,-0.022198
0.995,-0.022162
0.996,-0.022129
0.997,-0.022388
0.998,-0.022511
0.999,-0.022765
1.0,-0.022719
1.001,-0.022634
1.002,-0.022698
1.003,-0.023083
1.004,-0.023296
1.005,-0.023066
1.006,-0.023091
1.007,-0.023239
1.008,-0.023812
1.009,-0.023573
1.01,-0.023065
1.011,-0.022987
1.012,-0.023163
1.013,-0.023511
1.014,-0.023468
1.015,-0.022747
1.016,-0.023355
1.017,-0.023893
1.018,-0.023724
1.019,-0.023904
1.02,-0.02374
1.021,-0.023206
1.022,-0.02336
1.023,-0.023582
1.024,-0.023487
1.025,-0.02344
1.026,-0.023451
1.027,-0.023734
1.028,-0.023776
1.029,-0.023648
1.03,-0.02331
1.031,-0.023779
1.032,-0.023738
1.033,-0.023657
1.034,-0.02357
1.035,-0.023765
1.036,-0.022801
1.037,-0.023582
1.038,-0.023185
1.039,-0.023261
1.04,-0.022872
1.041,-0.023865
1.042,-0.023253
1.043,-0.023653
1.044,-0.022884
1.045,-0.023214
1.046,-0.02335
1.047,-0.023094
1.048,-0.023331
1.049,-0.023241
1.05,-0.023146
1.051,-0.023318
1.052,-0.022865
1.053,-0.023234
1.054,-0.023466
1.055,-0.023147
1.056,-0.023225
1.057,-0.023018
1.058,-0.023252
1.059,-0.023152
1.06,-0.022967
1.061,-0.023343
1.062,-0.023095
1.063,-0.0232
1.064,-0.023184
1.065,-0.022925
1.066,-0.022996
1.067,-0.023144
1.068,-0.022821
1.069,-0.023173
1.07,-0.022804
1.071,-0.022859
1.072,-0.022875
1.073,-0.02297
1.074,-0.02287
1.075,-0.022752
1.076,-0.022499
1.077,-0.022557
1.078,-0.022632
1.079,-0.022469
1.08,-0.022802
1.081,-0.022537
1.082,-0.022472
1.083,-0.022614
1.084,-0.022269
1.085,-0.022241
1.086,-0.022039
1.087,-0.021985
1.088,-0.022095
1.089,-0.021994
1.09,-0.021945
1.091,-0.021898
1.092,-0.021905
1.093,-0.021779
1.094,-0.021493
1.095,-0.021391
1.096,-0.021424
1.097,-0.021561
1.098,-0.021429
1.099,-0.021434
1.1,-0.021527
1.101,-0.02109
1.102,-0.020962
1.103,-0.021187
1.104,-0.020728
1.105,-0.020829
1.106,-0.020505
1.107,-0.020917
1.108,-0.02059
1.109,-0.02063
1.11,-0.020483
1.111,-0.020223
1.112,-0.02026
1.113,-0.020263
1.114,-0.019995
1.115,-0.02026
1.116,-0.019916
1.117,-0.019582
1.118,-0.019453
1.119,-0.019507
1.12,-0.019483
1.121,-0.019453
1.122,-0.019218
1.123,-0.019049
1.124,-0.018886
1.125,-0.018956
1.126,-0.018682
1.127,-0.018667
1.128,-0.018586
1.129,-0.018445
1.13,-0.018226
1.131,-0.017946
1.132,-0.018177
1.133,-0.017804
1.134,-0.017949
1.135,-0.017497
1.136,-0.017537
1.137,-0.017485
1.138,-0.017389
1.139,-0.01716
1.14,-0.017162
1.141,-0.017034
1.142,-0.016801
1.143,-0.016563
1.144,-0.016753
1.145,-0.01649
1.146,-0.016544
1.147,-0.016056
1.148,-0.015998
1.149,-0.016116
1.15,-0.015948
1.151,-0.0155
1.152,-0.015826
1.153,-0.015316
1.154,-0.015333
1.155,-0.015241
1.156,-0.014982
1.157,-0.014707
1.158,-0.014866
1.159,-0.014623
1.16,-0.014484
1.161,-0.014222
1.162,-0.014399
1.163,-0.014131
1.164,-0.013782
1.165,-0.01389
1.166,-0.013524
1.167,-0.01339
1.168,-0.013394
1.169,-0.013081
1.17,-0.013098
1.171,-0.012652
1.172,-0.012852
1.173,-0.012614
1.174,-0.012417
1.175,-0.012125
1.176,-0.01194
1.177,-0.011877
1.178,-0.011687
1.179,-0.011289
1.18,-0.011457
1.181,-0.011104
1.182,-0.011037
1.183,-0.010679
1.184,-0.010579
1.185,-0.010461
1.186,-0.010133
1.187,-0.009983
1.188,-0.009804
1.189,-0.009644
1.19,-0.009604
1.191,-0.009167
1.192,-0.009048
1.193,-0.008831
1.194,-0.00869
1.195,-0.008526
1.196,-0.008163
1.197,-0.008003
1.198,-0.007778
1.199,-0.007684
1.2,-0.007404
1.201,-0.007294
1.202,-0.007039
1.203,-0.006693
1.204,-0.006589
1.205,-0.006424
1.206,-0.006284
1.207,-0.005933
1.208,-0.005894
1.209,-0.005451
1.21,-0.005183
1.211,-0.005286
1.212,-0.004785
1.213,-0.004754
1.214,-0.004495
1.215,-0.004115
1.216,-0.004278
1.217,-0.003857
1.218,-0.003722
1.219,-0.003298
1.22,-0.003209
1.221,-0.003066
1.222,-0.002667
1.223,-0.002293
1.224,-0.002334
1.225,-0.001832
1.226,-0.001753
1.227,-0.001646
1.228,-0.001432
1.229,-0.000937
1.23,-0.000922
1.231,-0.00043
1.232,-0.000463
1.233,5.7e-05
1.234,6.2e-05
1.235,0.00044
1.236,0.000687
1.237,0.000948
1.238,0.001209
1.239,0.001476
1.24,0.001656
1.241,0.00195
1.242,0.002257
1.243,0.0023
1.244,0.002807
1.245,0.002857
1.246,0.003259
1.247,0.003489
1.248,0.003739
1.249,0.004046
1.25,0.004159
1.251,0.004419
1.252,0.004765
1.253,0.005056
1.254,0.005433
1.255,0.005607
1.256,0.005919
1.257,0.006211
1.258,0.006378
1.259,0.006794
1.26,0.006808
1.261,0.007292
1.262,0.007253
1.263,0.007887
1.264,0.00816
1.265,0.00819
1.266,0.008692
1.267,0.00875
1.268,0.00911
1.269,0.009358
1.27,0.009908
1.271,0.010011
1.272,0.0101
1.273,0.010517
1.274,0.010922
1.275,0.011064
1.276,0.011347
1.277,0.011688
1.278,0.012057
1.279,0.012364
1.28,0.012541
1.281,0.012901
1.282,0.013193
1.283,0.013508
1.284,0.013754
1.285,0.01412
1.286,0.014226
1.287,0.014668
1.288,0.014816
1.289,0.015221
1.29,0.015491
1.291,0.015717
1.292,0.016004
1.293,0.016498
1.294,0.016614
1.295,0.016872
1.296,0.017314
1.297,0.017396
1.298,0.017896
1.299,0.018114
1.3,0.01835
1.301,0.01879
1.302,0.01918
1.303,0.019243
1.304,0.019584
1.305,0.020044
1.306,0.020407
1.307,0.02081
1.308,0.021054
1.309,0.021341
1.31,0.021405
1.311,0.021998
1.312,0.022217
1.313,0.022681
1.314,0.022725
1.315,0.023397
1.316,0.023506
1.317,0.023881
1.318,0.024089
1.319,0.02461
1.32,0.024612
1.321,0.025116
1.322,0.025529
1.323,0.02567
1.324,0.026054
1.325,0.026522
1.326,0.026746
1.327,0.027194
1.328,0.027504
1.329,0.027655
1.33,0.027988
1.331,0.0284
1.332,0.028639
1.333,0.028899
1.334,0.029335
1.335,0.029693
1.336,0.029877
1.337,0.030311
1.338,0.030591
1.339,0.031035
1.34,0.031376
1.341,0.031778
1.342,0.032026
1.343,0.03214
1.344,0.03279
1.345,0.03301
1.346,0.033442
1.347,0.033658
1.348,0.03415
1.349,0.03427
1.35,0.034759
1.351,0.034972
1.352,0.035531
1.353,0.035713
1.354,0.036159
1.355,0.036206
1.356,0.036913
1.357,0.037192
1.358,0.037633
1.359,0.03774
1.36,0.038114
1.361,0.038386
1.362,0.038789
1.363,0.039268
1.364,0.039492
1.365,0.039901
1.366,0.040308
1.367,0.04062
1.368,0.040867
1.369,0.041444
1.37,0.041504
1.371,0.041975
1.372,0.042461
1.373,0.04291
1.374,0.042999
1.375,0.043466
1.376,0.043713
1.377,0.044105
1.378,0.044323
1.379,0.044986
1.38,0.045143
1.381,0.045466
1.382,0.046051
1.383,0.046089
1.384,0.046808
1.385,0.046915
1.386,0.047372
1.387,0.047766
1.388,0.0483
1.389,0.048601
1.39,0.048933
1.391,0.049221
1.392,0.049601
1.393,0.049835
1.394,0.050339
1.395,0.050626
1.396,0.051023
1.397,0.051422
1.398,0.051758
1.399,0.052118
1.4,0.052499
1.401,0.052876
1.402,0.053277
1.403,0.053582
1.404,0.054012
1.405,0.054226
1.406,0.054739
1.407,0.055106
1.408,0.055554
1.409,0.055868
1.41,0.056194
1.411,0.056475
1.412,0.05721
1.413,0.057174
1.414,0.057847
1.415,0.058056
1.416,0.058255
1.417,0.058789
1.418,0.059198
1.419,0.059348
1.42,0.060084
1.421,0.060273
1.422,0.060473
1.423,0.061018
1.424,0.061314
1.425,0.061633
1.426,0.06226
1.427,0.062554
1.428,0.062831
1.429,0.063191
1.43,0.063669
1.431,0.064034
1.432,0.064435
1.433,0.064707
1.434,0.065005
1.435,0.065596
1.436,0.065835
1.437,0.066256
1.438,0.066711
1.439,0.06703
1.44,0.067387
1.441,0.067772
1.442,0.068277
1.443,0.068584
1.444,0.068874
1.445,0.069176
1.446,0.069621
1.447,0.06994
1.448,0.070368
1.449,0.070832
1.45,0.071222
1.451,0.071515
1.452,0.072045
1.453,0.07223
1.454,0.072687
1.455,0.072928
1.456,0.073487
1.457,0.073888
1.458,0.074239
1.459,0.074408
1.46,0.074873
1.461,0.075279
1.462,0.075591
1.463,0.076049
1.464,0.076293
1.465,0.076734
1.466,0.077329
1.467,0.077416
1.468,0.077788
1.469,0.078503
1.47,0.078554
1.471,0.079046
1.472,0.079304
1.473,0.079842
1.474,0.080021
1.475,0.080541
1.476,0.080809
