,time,Z
6182,6.182,2.038626
6183,6.183,2.053822
6184,6.184,2.069094
6185,6.185,2.084249
6186,6.186,2.099381
6187,6.187,2.114464
6188,6.188,2.129601
6189,6.189,2.144924
6190,6.19,2.160494
6191,6.191,2.175629
6192,6.192,2.190549
6193,6.193,2.205608
6194,6.194,2.220469
6195,6.195,2.235465
6196,6.196,2.25046
6197,6.197,2.265384
6198,6.198,2.280307
6199,6.199,2.295131
6200,6.2,2.309935
6201,6.201,2.324715
6202,6.202,2.339426
6203,6.203,2.354094
6204,6.204,2.368837
6205,6.205,2.383457
6206,6.206,2.398065
6207,6.207,2.412656
6208,6.208,2.427197
6209,6.209,2.441678
6210,6.21,2.456143
6211,6.211,2.470519
6212,6.212,2.484872
6213,6.213,2.499278
6214,6.214,2.513619
6215,6.215,2.527945
6216,6.216,2.542316
6217,6.217,2.557083
6218,6.218,2.571836
6219,6.219,2.585856
6220,6.22,2.59996
6221,6.221,2.614078
6222,6.222,2.628188
6223,6.223,2.642301
6224,6.224,2.656344
6225,6.225,2.670419
6226,6.226,2.684389
6227,6.227,2.69829
6228,6.228,2.712208
6229,6.229,2.726038
6230,6.23,2.739796
6231,6.231,2.753524
6232,6.232,2.767332
6233,6.233,2.781021
6234,6.234,2.794651
6235,6.235,2.808276
6236,6.236,2.821864
6237,6.237,2.835547
6238,6.238,2.848911
6239,6.239,2.862432
6240,6.24,2.875838
6241,6.241,2.889207
6242,6.242,2.902567
6243,6.243,2.915836
6244,6.244,2.929079
6245,6.245,2.942251
6246,6.246,2.955541
6247,6.247,2.96862
6248,6.248,2.98171
6249,6.249,2.994967
6250,6.25,3.008432
6251,6.251,3.02234
6252,6.252,3.035142
6253,6.253,3.048264
6254,6.254,3.061106
6255,6.255,3.073906
6256,6.256,3.086719
6257,6.257,3.09958
6258,6.258,3.112314
6259,6.259,3.125089
6260,6.26,3.137735
6261,6.261,3.150459
6262,6.262,3.163005
6263,6.263,3.175598
6264,6.264,3.188018
6265,6.265,3.200531
6266,6.266,3.213025
6267,6.267,3.225507
6268,6.268,3.2378
6269,6.269,3.250111
6270,6.27,3.26251
6271,6.271,3.274748
6272,6.272,3.287013
6273,6.273,3.29909
6274,6.274,3.311232
6275,6.275,3.323353
6276,6.276,3.335439
6277,6.277,3.347315
6278,6.278,3.359289
6279,6.279,3.371261
6280,6.28,3.383197
6281,6.281,3.394993
6282,6.282,3.406733
6283,6.283,3.418521
6284,6.284,3.430179
6285,6.285,3.441918
6286,6.286,3.453547
6287,6.287,3.465171
6288,6.288,3.476719
6289,6.289,3.488235
6290,6.29,3.499697
6291,6.291,3.511535
6292,6.292,3.523728
6293,6.293,3.534885
6294,6.294,3.546372
6295,6.295,3.557804
6296,6.296,3.569081
6297,6.297,3.580148
6298,6.298,3.591254
6299,6.299,3.602252
6300,6.3,3.613311
6301,6.301,3.624265
6302,6.302,3.63512
6303,6.303,3.645888
6304,6.304,3.656812
6305,6.305,3.667548
6306,6.306,3.678361
6307,6.307,3.689076
6308,6.308,3.699829
6309,6.309,3.71042
6310,6.31,3.720971
6311,6.311,3.731605
6312,6.312,3.742077
6313,6.313,3.752553
6314,6.314,3.762938
6315,6.315,3.773315
6316,6.316,3.7837
6317,6.317,3.793936
6318,6.318,3.804259
6319,6.319,3.814427
6320,6.32,3.824525
6321,6.321,3.834821
6322,6.322,3.844807
6323,6.323,3.854781
6324,6.324,3.864771
6325,6.325,3.874807
6326,6.326,3.884674
6327,6.327,3.894478
6328,6.328,3.904334
6329,6.329,3.914042
6330,6.33,3.923776
6331,6.331,3.933436
6332,6.332,3.942974
6333,6.333,3.952656
6334,6.334,3.962145
6335,6.335,3.97169
6336,6.336,3.981111
6337,6.337,3.990464
6338,6.338,3.999887
6339,6.339,4.009144
6340,6.34,4.018443
6341,6.341,4.027722
6342,6.342,4.036862
6343,6.343,4.046159
6344,6.344,4.055431
6345,6.345,4.06497
6346,6.346,4.074258
6347,6.347,4.08314
6348,6.348,4.092283
6349,6.349,4.101059
6350,6.35,4.109855
6351,6.351,4.11861
6352,6.352,4.1274
6353,6.353,4.136028
6354,6.354,4.144614
6355,6.355,4.153199
6356,6.356,4.161654
6357,6.357,4.170076
6358,6.358,4.178538
6359,6.359,4.186892
6360,6.36,4.195024
6361,6.361,4.203411
6362,6.362,4.211612
6363,6.363,4.219583
6364,6.364,4.227716
6365,6.365,4.235721
6366,6.366,4.243713
6367,6.367,4.251642
6368,6.368,4.259598
6369,6.369,4.267402
6370,6.37,4.275216
6371,6.371,4.282989
6372,6.372,4.290689
6373,6.373,4.298262
6374,6.374,4.30598
6375,6.375,4.313372
6376,6.376,4.321024
6377,6.377,4.328324
6378,6.378,4.335752
6379,6.379,4.343021
6380,6.38,4.350378
6381,6.381,4.357563
6382,6.382,4.364752
6383,6.383,4.371847
6384,6.384,4.378999
6385,6.385,4.386
6386,6.386,4.392931
6387,6.387,4.399939
6388,6.388,4.406787
6389,6.389,4.413645
6390,6.39,4.420501
6391,6.391,4.427247
6392,6.392,4.433931
6393,6.393,4.440591
6394,6.394,4.447323
6395,6.395,4.453791
6396,6.396,4.460528
6397,6.397,4.466852
6398,6.398,4.473428
6399,6.399,4.479706
6400,6.4,4.486213
6401,6.401,4.492325
6402,6.402,4.49859
6403,6.403,4.50489
6404,6.404,4.510969
6405,6.405,4.517084
6406,6.406,4.523174
6407,6.407,4.529179
6408,6.408,4.535142
6409,6.409,4.541149
6410,6.41,4.546917
6411,6.411,4.552722
6412,6.412,4.558473
6413,6.413,4.564307
6414,6.414,4.569934
6415,6.415,4.575619
6416,6.416,4.581145
6417,6.417,4.586774
6418,6.418,4.592338
6419,6.419,4.597846
6420,6.42,4.603515
6421,6.421,4.609062
6422,6.422,4.614531
6423,6.423,4.619909
6424,6.424,4.625312
6425,6.425,4.630566
6426,6.426,4.635775
6427,6.427,4.64083
6428,6.428,4.645959
6429,6.429,4.651014
6430,6.43,4.655967
6431,6.431,4.660663
6432,6.432,4.66558
6433,6.433,4.670307
6434,6.434,4.675106
6435,6.435,4.679853
6436,6.436,4.684604
6437,6.437,4.68933
6438,6.438,4.694058
6439,6.439,4.698725
6440,6.44,4.703217
6441,6.441,4.707567
6442,6.442,4.712022
6443,6.443,4.716399
6444,6.444,4.720766
6445,6.445,4.725002
6446,6.446,4.729359
6447,6.447,4.733551
6448,6.448,4.737799
6449,6.449,4.741926
6450,6.45,4.74611
6451,6.451,4.750278
6452,6.452,4.754411
6453,6.453,4.758448
6454,6.454,4.762472
6455,6.455,4.766457
6456,6.456,4.770479
6457,6.457,4.774448
6458,6.458,4.778297
6459,6.459,4.782226
6460,6.46,4.786047
6461,6.461,4.789765
6462,6.462,4.793328
6463,6.463,4.796706
6464,6.464,4.799952
6465,6.465,4.803106
6466,6.466,4.805915
6467,6.467,4.808741
6468,6.468,4.811422
6469,6.469,4.814113
6470,6.47,4.816742
6471,6.471,4.819312
6472,6.472,4.821774
6473,6.473,4.82407
6474,6.474,4.82633
6475,6.475,4.828483
6476,6.476,4.830564
6477,6.477,4.832598
6478,6.478,4.834604
6479,6.479,4.836608
6480,6.48,4.838623
6481,6.481,4.840693
6482,6.482,4.842887
6483,6.483,4.844949
6484,6.484,4.847163
6485,6.485,4.849557
6486,6.486,4.851804
6487,6.487,4.854103
6488,6.488,4.856274
6489,6.489,4.858762
6490,6.49,4.860756
6491,6.491,4.862916
6492,6.492,4.864519
6493,6.493,4.865989
6494,6.494,4.866645
6495,6.495,4.86753
6496,6.496,4.867912
6497,6.497,4.868382
6498,6.498,4.868894
6499,6.499,4.869098
6500,6.5,4.869334
6501,6.501,4.869466
6502,6.502,4.86956
6503,6.503,4.86969
6504,6.504,4.869858
6505,6.505,4.870036
6506,6.506,4.870252
6507,6.507,4.870444
6508,6.508,4.870641
6509,6.509,4.8708
6510,6.51,4.870857
6511,6.511,4.871089
6512,6.512,4.871055
6513,6.513,4.87097
6514,6.514,4.871141
6515,6.515,4.870864
6516,6.516,4.87083
6517,6.517,4.870672
6518,6.518,4.870465
6519,6.519,4.870178
6520,6.52,4.869803
6521,6.521,4.869547
6522,6.522,4.86902
6523,6.523,4.868665
6524,6.524,4.868063
6525,6.525,4.867519
6526,6.526,4.866971
6527,6.527,4.866193
6528,6.528,4.86544
6529,6.529,4.864637
6530,6.53,4.86388
6531,6.531,4.86301
6532,6.532,4.862076
6533,6.533,4.861073
6534,6.534,4.860098
6535,6.535,4.858994
6536,6.536,4.85784
6537,6.537,4.856637
6538,6.538,4.855394
6539,6.539,4.854105
6540,6.54,4.85266
6541,6.541,4.851288
6542,6.542,4.849813
6543,6.543,4.848313
6544,6.544,4.846645
6545,6.545,4.845166
6546,6.546,4.84339
6547,6.547,4.841576
6548,6.548,4.83984
6549,6.549,4.837989
6550,6.55,4.836098
6551,6.551,4.834079
6552,6.552,4.832103
6553,6.553,4.830026
6554,6.554,4.8279
6555,6.555,4.825721
6556,6.556,4.823488
6557,6.557,4.821201
6558,6.558,4.818852
6559,6.559,4.816439
6560,6.56,4.814003
6561,6.561,4.811489
6562,6.562,4.808918
6563,6.563,4.806303
6564,6.564,4.803626
6565,6.565,4.800888
6566,6.566,4.798101
6567,6.567,4.795247
6568,6.568,4.792347
6569,6.569,4.789405
6570,6.57,4.786392
6571,6.571,4.783443
6572,6.572,4.780217
6573,6.573,4.777119
6574,6.574,4.773833
6575,6.575,4.770516
6576,6.576,4.767186
6577,6.577,4.763883
6578,6.578,4.760374
6579,6.579,4.756979
6580,6.58,4.753261
6581,6.581,4.749784
6582,6.582,4.746047
6583,6.583,4.742334
6584,6.584,4.738531
6585,6.585,4.734885
6586,6.586,4.730956
6587,6.587,4.727045
6588,6.588,4.723041
6589,6.589,4.719032
6590,6.59,4.714949
6591,6.591,4.710806
6592,6.592,4.706608
6593,6.593,4.702435
6594,6.594,4.698112
6595,6.595,4.693704
6596,6.596,4.689433
6597,6.597,4.684936
6598,6.598,4.680473
6599,6.599,4.675926
6600,6.6,4.671327
6601,6.601,4.666672
6602,6.602,4.662032
6603,6.603,4.65727
6604,6.604,4.652396
6605,6.605,4.647601
6606,6.606,4.642638
6607,6.607,4.637807
6608,6.608,4.632777
6609,6.609,4.627723
6610,6.61,4.622619
6611,6.611,4.617394
6612,6.612,4.612261
6613,6.613,4.60692
6614,6.614,4.601607
6615,6.615,4.596151
6616,6.616,4.590736
6617,6.617,4.58526
6618,6.618,4.579733
6619,6.619,4.57416
6620,6.62,4.568479
6621,6.621,4.562813
6622,6.622,4.557104
6623,6.623,4.551333
6624,6.624,4.54552
6625,6.625,4.539666
6626,6.626,4.533731
6627,6.627,4.527732
6628,6.628,4.521753
6629,6.629,4.515745
6630,6.63,4.509634
6631,6.631,4.50348
6632,6.632,4.497265
6633,6.633,4.490957
6634,6.634,4.484684
6635,6.635,4.478321
6636,6.636,4.471995
6637,6.637,4.465609
6638,6.638,4.458959
6639,6.639,4.452506
6640,6.64,4.445914
6641,6.641,4.439278
6642,6.642,4.432568
6643,6.643,4.425825
6644,6.644,4.419045
6645,6.645,4.412295
6646,6.646,4.405362
6647,6.647,4.398495
6648,6.648,4.39158
6649,6.649,4.384502
6650,6.65,4.377526
6651,6.651,4.370431
6652,6.652,4.363248
6653,6.653,4.356104
6654,6.654,4.348857
6655,6.655,4.341576
6656,6.656,4.334304
6657,6.657,4.32692
6658,6.658,4.319525
6659,6.659,4.312087
6660,6.66,4.304612
6661,6.661,4.297086
6662,6.662,4.289522
6663,6.663,4.281921
6664,6.664,4.27414
6665,6.665,4.266245
6666,6.666,4.258236
6667,6.667,4.250149
6668,6.668,4.242027
6669,6.669,4.233833
6670,6.67,4.225599
6671,6.671,4.217338
6672,6.672,4.209024
6673,6.673,4.200708
6674,6.674,4.19242
6675,6.675,4.184101
6676,6.676,4.175975
6677,6.677,4.167899
6678,6.678,4.15975
6679,6.679,4.151565
6680,6.68,4.143365
6681,6.681,4.135057
6682,6.682,4.126933
6683,6.683,4.118475
6684,6.684,4.110048
6685,6.685,4.101647
6686,6.686,4.093136
6687,6.687,4.084714
6688,6.688,4.076174
6689,6.689,4.06758
6690,6.69,4.059022
6691,6.691,4.050372
6692,6.692,4.041618
6693,6.693,4.032799
6694,6.694,4.023976
6695,6.695,4.015154
6696,6.696,4.006323
6697,6.697,3.997467
6698,6.698,3.988554
6699,6.699,3.979623
6700,6.7,3.970635
6701,6.701,3.961642
6702,6.702,3.952626
6703,6.703,3.943614
6704,6.704,3.934495
6705,6.705,3.925343
6706,6.706,3.91628
6707,6.707,3.907034
6708,6.708,3.89787
6709,6.709,3.888577
6710,6.71,3.879302
6711,6.711,3.870077
6712,6.712,3.860628
6713,6.713,3.851382
6714,6.714,3.842089
6715,6.715,3.832729
6716,6.716,3.823036
6717,6.717,3.813006
6718,6.718,3.802819
6719,6.719,3.792601
6720,6.72,3.782406
6721,6.721,3.772291
6722,6.722,3.762632
6723,6.723,3.75328
6724,6.724,3.743811
6725,6.725,3.734373
6726,6.726,3.724811
6727,6.727,3.715365
6728,6.728,3.705761
6729,6.729,3.69619
6730,6.73,3.686379
6731,6.731,3.676761
6732,6.732,3.667027
6733,6.733,3.657298
6734,6.734,3.6475
6735,6.735,3.637687
6736,6.736,3.627872
6737,6.737,3.617987
6738,6.738,3.608079
6739,6.739,3.598098
6740,6.74,3.587994
6741,6.741,3.577899
6742,6.742,3.567812
6743,6.743,3.557654
6744,6.744,3.547547
6745,6.745,3.537428
6746,6.746,3.527268
6747,6.747,3.517059
6748,6.748,3.50692
6749,6.749,3.496661
6750,6.75,3.486498
6751,6.751,3.476318
6752,6.752,3.466076
6753,6.753,3.455656
6754,6.754,3.444742
6755,6.755,3.433677
6756,6.756,3.422622
6757,6.757,3.411919
6758,6.758,3.401543
6759,6.759,3.391242
6760,6.76,3.381063
6761,6.761,3.370799
6762,6.762,3.360332
6763,6.763,3.350079
6764,6.764,3.339722
6765,6.765,3.329234
6766,6.766,3.318664
6767,6.767,3.308159
6768,6.768,3.297592
6769,6.769,3.287031
6770,6.77,3.276426
6771,6.771,3.265824
6772,6.772,3.25518
6773,6.773,3.244561
6774,6.774,3.233811
6775,6.775,3.223075
6776,6.776,3.212234
6777,6.777,3.201391
6778,6.778,3.190461
6779,6.779,3.179454
6780,6.78,3.168506
6781,6.781,3.157555
6782,6.782,3.146655
6783,6.783,3.135721
6784,6.784,3.124831
6785,6.785,3.113906
6786,6.786,3.102838
6787,6.787,3.091454
6788,6.788,3.080088
6789,6.789,3.069075
6790,6.79,3.05802
6791,6.791,3.046993
6792,6.792,3.036127
6793,6.793,3.025206
6794,6.794,3.014186
6795,6.795,3.003184
6796,6.796,2.992131
6797,6.797,2.980959
6798,6.798,2.969845
6799,6.799,2.958734
6800,6.8,2.947536
6801,6.801,2.936331
6802,6.802,2.925067
6803,6.803,2.913775
6804,6.804,2.902493
6805,6.805,2.891184
6806,6.806,2.879862
6807,6.807,2.868511
6808,6.808,2.857095
6809,6.809,2.845636
6810,6.81,2.834161
6811,6.811,2.82267
6812,6.812,2.811133
6813,6.813,2.799485
6814,6.814,2.787744
6815,6.815,2.775956
6816,6.816,2.764315
6817,6.817,2.7527
6818,6.818,2.740998
6819,6.819,2.729283
6820,6.82,2.717569
6821,6.821,2.705798
6822,6.822,2.694176
6823,6.823,2.682478
6824,6.824,2.670773
6825,6.825,2.659122
6826,6.826,2.647432
6827,6.827,2.635609
6828,6.828,2.623809
6829,6.829,2.612069
6830,6.83,2.600351
6831,6.831,2.58852
6832,6.832,2.576694
6833,6.833,2.564792
6834,6.834,2.552988
6835,6.835,2.540998
6836,6.836,2.529121
6837,6.837,2.51724
6838,6.838,2.505345
6839,6.839,2.49337
6840,6.84,2.481451
6841,6.841,2.46953
6842,6.842,2.457499
6843,6.843,2.445522
6844,6.844,2.433424
6845,6.845,2.421368
6846,6.846,2.409294
6847,6.847,2.397181
6848,6.848,2.385023
6849,6.849,2.372761
6850,6.85,2.360292
6851,6.851,2.348047
6852,6.852,2.335812
6853,6.853,2.323597
6854,6.854,2.311461
6855,6.855,2.299183
6856,6.856,2.287089
6857,6.857,2.274712
6858,6.858,2.262628
6859,6.859,2.250319
6860,6.86,2.238033
6861,6.861,2.225907
6862,6.862,2.213544
6863,6.863,2.201189
6864,6.864,2.188844
6865,6.865,2.176568
6866,6.866,2.164293
6867,6.867,2.151924
6868,6.868,2.13959
6869,6.869,2.127222
6870,6.87,2.114897
6871,6.871,2.102597
6872,6.872,2.090177
6873,6.873,2.077824
6874,6.874,2.065416
6875,6.875,2.053083
6876,6.876,2.040708
6877,6.877,2.028219
6878,6.878,2.01582
6879,6.879,2.003412
6880,6.88,1.990898
6881,6.881,1.978353
6882,6.882,1.96583
6883,6.883,1.953419
6884,6.884,1.940994
6885,6.885,1.928631
6886,6.886,1.916277
6887,6.887,1.903884
6888,6.888,1.891444
6889,6.889,1.879084
6890,6.89,1.866701
6891,6.891,1.85433
6892,6.892,1.841807
6893,6.893,1.829401
6894,6.894,1.817042
6895,6.895,1.804674
6896,6.896,1.792142
6897,6.897,1.779815
6898,6.898,1.767284
6899,6.899,1.75489
6900,6.9,1.742437
6901,6.901,1.729988
6902,6.902,1.717494
6903,6.903,1.705031
6904,6.904,1.692574
6905,6.905,1.680071
6906,6.906,1.667611
6907,6.907,1.655155
6908,6.908,1.642771
6909,6.909,1.630356
6910,6.91,1.617977
6911,6.911,1.605699
6912,6.912,1.593335
6913,6.913,1.581111
6914,6.914,1.568761
6915,6.915,1.55638
6916,6.916,1.544129
6917,6.917,1.531798
6918,6.918,1.519477
6919,6.919,1.507212
6920,6.92,1.494784
6921,6.921,1.482543
6922,6.922,1.470157
6923,6.923,1.457865
6924,6.924,1.445525
6925,6.925,1.433174
6926,6.926,1.420885
6927,6.927,1.408648
6928,6.928,1.396368
6929,6.929,1.384153
6930,6.93,1.371906
6931,6.931,1.359652
6932,6.932,1.347509
6933,6.933,1.335268
6934,6.934,1.323071
6935,6.935,1.310927
6936,6.936,1.298678
6937,6.937,1.286474
6938,6.938,1.274342
6939,6.939,1.262127
6940,6.94,1.250022
6941,6.941,1.237917
6942,6.942,1.22575
6943,6.943,1.213708
6944,6.944,1.201573
6945,6.945,1.189526
6946,6.946,1.177394
6947,6.947,1.165354
6948,6.948,1.153232
6949,6.949,1.141183
6950,6.95,1.129051
6951,6.951,1.11696
6952,6.952,1.104858
6953,6.953,1.092781
6954,6.954,1.080683
6955,6.955,1.068689
6956,6.956,1.056664
6957,6.957,1.04467
6958,6.958,1.03265
6959,6.959,1.020748
6960,6.96,1.008765
6961,6.961,0.996815
6962,6.962,0.984849
6963,6.963,0.972933
6964,6.964,0.96095
6965,6.965,0.949082
6966,6.966,0.937087
6967,6.967,0.925183
6968,6.968,0.913278
6969,6.969,0.901401
6970,6.97,0.889504
6971,6.971,0.877609
6972,6.972,0.865761
6973,6.973,0.853874
6974,6.974,0.842036
6975,6.975,0.830127
6976,6.976,0.818277
6977,6.977,0.806433
6978,6.978,0.794533
6979,6.979,0.782727
6980,6.98,0.770862
6981,6.981,0.759053
6982,6.982,0.747246
6983,6.983,0.735373
6984,6.984,0.723589
6985,6.985,0.711803
6986,6.986,0.700045
6987,6.987,0.68829
6988,6.988,0.676536
6989,6.989,0.664779
6990,6.99,0.653014
6991,6.991,0.64128
6992,6.992,0.629515
6993,6.993,0.617785
6994,6.994,0.60605
6995,6.995,0.594306
6996,6.996,0.582584
6997,6.997,0.570881
6998,6.998,0.559155
6999,6.999,0.547499
7000,7.0,0.535756
7001,7.001,0.524044
7002,7.002,0.512367
7003,7.003,0.500676
7004,7.004,0.489014
7005,7.005,0.477321
7006,7.006,0.465723
7007,7.007,0.454084
7008,7.008,0.442431
7009,7.009,0.43083
7010,7.01,0.419217
7011,7.011,0.40761
7012,7.012,0.395979
7013,7.013,0.384442
7014,7.014,0.372778
7015,7.015,0.361284
7016,7.016,0.34969
7017,7.017,0.338095
7018,7.018,0.326518
7019,7.019,0.314911
7020,7.02,0.303379
7021,7.021,0.291842
7022,7.022,0.28039
7023,7.023,0.268829
7024,7.024,0.257335
7025,7.025,0.245857
7026,7.026,0.234447
7027,7.027,0.222938
7028,7.028,0.211492
7029,7.029,0.2001
7030,7.03,0.188594
7031,7.031,0.17718
7032,7.032,0.165791
7033,7.033,0.154315
7034,7.034,0.142939
7035,7.035,0.13156
7036,7.036,0.120195
7037,7.037,0.108839
7038,7.038,0.097567
7039,7.039,0.086234
7040,7.04,0.074972
7041,7.041,0.063698
7042,7.042,0.05242
7043,7.043,0.041127
7044,7.044,0.029864
7045,7.045,0.01861
7046,7.046,0.007383
7047,7.047,-0.00377
7048,7.048,-0.015011
7049,7.049,-0.026125
7050,7.05,-0.037248
7051,7.051,-0.048396
7052,7.052,-0.059494
7053,7.053,-0.070598
7054,7.054,-0.081722
7055,7.055,-0.092732
7056,7.056,-0.103787
7057,7.057,-0.114781
7058,7.058,-0.125743
7059,7.059,-0.136725
7060,7.06,-0.147692
7061,7.061,-0.158669
7062,7.062,-0.169584
7063,7.063,-0.180443
7064,7.064,-0.19129
7065,7.065,-0.202142
7066,7.066,-0.212912
7067,7.067,-0.223777
7068,7.068,-0.234493
7069,7.069,-0.245449
7070,7.07,-0.256097
7071,7.071,-0.266772
7072,7.072,-0.277427
7073,7.073,-0.288148
7074,7.074,-0.29874
7075,7.075,-0.309252
7076,7.076,-0.319898
7077,7.077,-0.330436
7078,7.078,-0.341016
7079,7.079,-0.351592
7080,7.08,-0.36207
7081,7.081,-0.372471
7082,7.082,-0.38295
7083,7.083,-0.393241
7084,7.084,-0.403599
7085,7.085,-0.4139
7086,7.086,-0.424143
7087,7.087,-0.434521
7088,7.088,-0.444697
7089,7.089,-0.455138
7090,7.09,-0.465284
7091,7.091,-0.475412
7092,7.092,-0.48559
7093,7.093,-0.495653
7094,7.094,-0.505842
7095,7.095,-0.515747
7096,7.096,-0.52583
7097,7.097,-0.535664
7098,7.098,-0.545676
7099,7.099,-0.555635
7100,7.1,-0.565539
7101,7.101,-0.575539
7102,7.102,-0.585396
7103,7.103,-0.595157
7104,7.104,-0.604945
7105,7.105,-0.61466
7106,7.106,-0.624287
7107,7.107,-0.63392
7108,7.108,-0.64352
7109,7.109,-0.65315
7110,7.11,-0.662758
7111,7.111,-0.672186
7112,7.112,-0.681773
7113,7.113,-0.691241
7114,7.114,-0.700713
7115,7.115,-0.710222
7116,7.116,-0.719708
7117,7.117,-0.729039
7118,7.118,-0.738499
7119,7.119,-0.747601
7120,7.12,-0.757043
7121,7.121,-0.766155
7122,7.122,-0.775189
7123,7.123,-0.784524
7124,7.124,-0.793546
7125,7.125,-0.802584
7126,7.126,-0.811653
7127,7.127,-0.820688
7128,7.128,-0.829669
7129,7.129,-0.838642
7130,7.13,-0.847501
7131,7.131,-0.856486
7132,7.132,-0.865336
7133,7.133,-0.874254
7134,7.134,-0.883151
7135,7.135,-0.891969
7136,7.136,-0.900692
7137,7.137,-0.909571
7138,7.138,-0.918155
7139,7.139,-0.926656
7140,7.14,-0.935452
7141,7.141,-0.943969
7142,7.142,-0.952499
7143,7.143,-0.961001
7144,7.144,-0.969489
7145,7.145,-0.977887
7146,7.146,-0.986317
7147,7.147,-0.994719
7148,7.148,-1.003084
7149,7.149,-1.011283
7150,7.15,-1.019602
7151,7.151,-1.027888
7152,7.152,-1.036151
7153,7.153,-1.04444
7154,7.154,-1.052602
7155,7.155,-1.060772
7156,7.156,-1.068897
7157,7.157,-1.07701
7158,7.158,-1.085281
7159,7.159,-1.09318
7160,7.16,-1.101249
7161,7.161,-1.109212
7162,7.162,-1.117157
7163,7.163,-1.125064
7164,7.164,-1.132919
7165,7.165,-1.140753
7166,7.166,-1.148543
7167,7.167,-1.15629
7168,7.168,-1.163998
7169,7.169,-1.171723
7170,7.17,-1.179421
7171,7.171,-1.187071
7172,7.172,-1.194661
7173,7.173,-1.202274
7174,7.174,-1.209793
7175,7.175,-1.217346
7176,7.176,-1.224798
7177,7.177,-1.232306
7178,7.178,-1.239751
7179,7.179,-1.247137
7180,7.18,-1.254493
7181,7.181,-1.261905
7182,7.182,-1.269222
7183,7.183,-1.27641
7184,7.184,-1.283905
7185,7.185,-1.29102
7186,7.186,-1.298263
7187,7.187,-1.305401
7188,7.188,-1.312496
7189,7.189,-1.319597
7190,7.19,-1.326632
7191,7.191,-1.333614
7192,7.192,-1.340571
7193,7.193,-1.347451
7194,7.194,-1.35441
7195,7.195,-1.361294
7196,7.196,-1.36812
7197,7.197,-1.374984
7198,7.198,-1.381811
7199,7.199,-1.388544
7200,7.2,-1.395314
7201,7.201,-1.402036
7202,7.202,-1.408686
7203,7.203,-1.415373
7204,7.204,-1.421942
7205,7.205,-1.428521
7206,7.206,-1.435122
7207,7.207,-1.441523
7208,7.208,-1.448146
7209,7.209,-1.454543
7210,7.21,-1.46101
7211,7.211,-1.467337
7212,7.212,-1.473766
7213,7.213,-1.480144
7214,7.214,-1.486343
7215,7.215,-1.492669
7216,7.216,-1.498913
7217,7.217,-1.505154
7218,7.218,-1.511261
7219,7.219,-1.517444
7220,7.22,-1.52365
7221,7.221,-1.52968
7222,7.222,-1.535874
7223,7.223,-1.541863
7224,7.224,-1.5479
7225,7.225,-1.553664
7226,7.226,-1.559641
7227,7.227,-1.565467
7228,7.228,-1.571373
7229,7.229,-1.5772
7230,7.23,-1.582888
7231,7.231,-1.588597
7232,7.232,-1.594243
7233,7.233,-1.59989
7234,7.234,-1.605494
7235,7.235,-1.61099
7236,7.236,-1.616585
7237,7.237,-1.62197
7238,7.238,-1.627535
7239,7.239,-1.632829
7240,7.24,-1.638308
7241,7.241,-1.643542
7242,7.242,-1.648875
7243,7.243,-1.654139
7244,7.244,-1.659381
7245,7.245,-1.664514
7246,7.246,-1.669761
7247,7.247,-1.674681
7248,7.248,-1.679869
7249,7.249,-1.684858
7250,7.25,-1.689818
7251,7.251,-1.694875
7252,7.252,-1.699655
7253,7.253,-1.704608
7254,7.254,-1.709464
7255,7.255,-1.714237
7256,7.256,-1.719004
7257,7.257,-1.723742
7258,7.258,-1.728505
7259,7.259,-1.733227
7260,7.26,-1.737879
7261,7.261,-1.742508
7262,7.262,-1.747015
7263,7.263,-1.751588
7264,7.264,-1.756098
7265,7.265,-1.760534
7266,7.266,-1.764986
7267,7.267,-1.76939
7268,7.268,-1.773744
7269,7.269,-1.778079
7270,7.27,-1.782398
7271,7.271,-1.786611
7272,7.272,-1.790927
7273,7.273,-1.795102
7274,7.274,-1.799164
7275,7.275,-1.803414
7276,7.276,-1.80743
7277,7.277,-1.811501
7278,7.278,-1.81568
7279,7.279,-1.819544
7280,7.28,-1.823472
7281,7.281,-1.827404
7282,7.282,-1.831225
7283,7.283,-1.83507
7284,7.284,-1.838912
7285,7.285,-1.84264
7286,7.286,-1.846422
7287,7.287,-1.850052
7288,7.288,-1.853692
7289,7.289,-1.857401
7290,7.29,-1.860948
7291,7.291,-1.864556
7292,7.292,-1.868086
7293,7.293,-1.871573
7294,7.294,-1.875175
7295,7.295,-1.878566
7296,7.296,-1.882023
7297,7.297,-1.885433
7298,7.298,-1.888884
7299,7.299,-1.892231
7300,7.3,-1.89557
7301,7.301,-1.898911
7302,7.302,-1.902175
7303,7.303,-1.905431
7304,7.304,-1.908725
7305,7.305,-1.911843
7306,7.306,-1.915173
7307,7.307,-1.918316
7308,7.308,-1.921582
7309,7.309,-1.924763
7310,7.31,-1.927844
7311,7.311,-1.931014
7312,7.312,-1.934111
7313,7.313,-1.937154
7314,7.314,-1.940219
7315,7.315,-1.943188
7316,7.316,-1.946094
7317,7.317,-1.948909
7318,7.318,-1.951781
7319,7.319,-1.954502
7320,7.32,-1.957199
7321,7.321,-1.959764
7322,7.322,-1.962301
7323,7.323,-1.964785
7324,7.324,-1.967156
