,time,Z
13739,13.739,-0.039352
13740,13.74,-0.028459
13741,13.741,-0.01761
13742,13.742,-0.006777
13743,13.743,0.004129
13744,13.744,0.014948
13745,13.745,0.025744
13746,13.746,0.03658
13747,13.747,0.047349
13748,13.748,0.058163
13749,13.749,0.06897
13750,13.75,0.079731
13751,13.751,0.090481
13752,13.752,0.101245
13753,13.753,0.112002
13754,13.754,0.122737
13755,13.755,0.133426
13756,13.756,0.144151
13757,13.757,0.154876
13758,13.758,0.165594
13759,13.759,0.176334
13760,13.76,0.186959
13761,13.761,0.197621
13762,13.762,0.208332
13763,13.763,0.218982
13764,13.764,0.229641
13765,13.765,0.24025
13766,13.766,0.250804
13767,13.767,0.261436
13768,13.768,0.272007
13769,13.769,0.282591
13770,13.77,0.293106
13771,13.771,0.303665
13772,13.772,0.314165
13773,13.773,0.324698
13774,13.774,0.335237
13775,13.775,0.34578
13776,13.776,0.356313
13777,13.777,0.366854
13778,13.778,0.377339
13779,13.779,0.387777
13780,13.78,0.398246
13781,13.781,0.408667
13782,13.782,0.419079
13783,13.783,0.429466
13784,13.784,0.439838
13785,13.785,0.45017
13786,13.786,0.460496
13787,13.787,0.470851
13788,13.788,0.48113
13789,13.789,0.491481
13790,13.79,0.501789
13791,13.791,0.512044
13792,13.792,0.522409
13793,13.793,0.532679
13794,13.794,0.543004
13795,13.795,0.553198
13796,13.796,0.563469
13797,13.797,0.573681
13798,13.798,0.583803
13799,13.799,0.594023
13800,13.8,0.604164
13801,13.801,0.6143
13802,13.802,0.62443
13803,13.803,0.634488
13804,13.804,0.644568
13805,13.805,0.654683
13806,13.806,0.664718
13807,13.807,0.674845
13808,13.808,0.684825
13809,13.809,0.694793
13810,13.81,0.70493
13811,13.811,0.71479
13812,13.812,0.724806
13813,13.813,0.734687
13814,13.814,0.74468
13815,13.815,0.754577
13816,13.816,0.764468
13817,13.817,0.774375
13818,13.818,0.7842
13819,13.819,0.794066
13820,13.82,0.803879
13821,13.821,0.813659
13822,13.822,0.823486
13823,13.823,0.833244
13824,13.824,0.843002
13825,13.825,0.852786
13826,13.826,0.862508
13827,13.827,0.872189
13828,13.828,0.881871
13829,13.829,0.891648
13830,13.83,0.901226
13831,13.831,0.910828
13832,13.832,0.920408
13833,13.833,0.929988
13834,13.834,0.939531
13835,13.835,0.949028
13836,13.836,0.958533
13837,13.837,0.968018
13838,13.838,0.977469
13839,13.839,0.98688
13840,13.84,0.9964
13841,13.841,1.00586
13842,13.842,1.015235
13843,13.843,1.024598
13844,13.844,1.033976
13845,13.845,1.043333
13846,13.846,1.05265
13847,13.847,1.061916
13848,13.848,1.0713
13849,13.849,1.080564
13850,13.85,1.089895
13851,13.851,1.099139
13852,13.852,1.108212
13853,13.853,1.117536
13854,13.854,1.126617
13855,13.855,1.135731
13856,13.856,1.144822
13857,13.857,1.153879
13858,13.858,1.162927
13859,13.859,1.171916
13860,13.86,1.180904
13861,13.861,1.189881
13862,13.862,1.198823
13863,13.863,1.207734
13864,13.864,1.216617
13865,13.865,1.225512
13866,13.866,1.23436
13867,13.867,1.243161
13868,13.868,1.251991
13869,13.869,1.260789
13870,13.87,1.269597
13871,13.871,1.278346
13872,13.872,1.287077
13873,13.873,1.295796
13874,13.874,1.304531
13875,13.875,1.313211
13876,13.876,1.321929
13877,13.877,1.330587
13878,13.878,1.339209
13879,13.879,1.347802
13880,13.88,1.356332
13881,13.881,1.364794
13882,13.882,1.373351
13883,13.883,1.381776
13884,13.884,1.390171
13885,13.885,1.398552
13886,13.886,1.406904
13887,13.887,1.415271
13888,13.888,1.423576
13889,13.889,1.431868
13890,13.89,1.440105
13891,13.891,1.44833
13892,13.892,1.456529
13893,13.893,1.464741
13894,13.894,1.472844
13895,13.895,1.480985
13896,13.896,1.489148
13897,13.897,1.497171
13898,13.898,1.505204
13899,13.899,1.513229
13900,13.9,1.521217
13901,13.901,1.52915
13902,13.902,1.537057
13903,13.903,1.54502
13904,13.904,1.552904
13905,13.905,1.560812
13906,13.906,1.568659
13907,13.907,1.576472
13908,13.908,1.584263
13909,13.909,1.592042
13910,13.91,1.599898
13911,13.911,1.607575
13912,13.912,1.615413
13913,13.913,1.62303
13914,13.914,1.630565
13915,13.915,1.638161
13916,13.916,1.645784
13917,13.917,1.653327
13918,13.918,1.660714
13919,13.919,1.668169
13920,13.92,1.675576
13921,13.921,1.682943
13922,13.922,1.690347
13923,13.923,1.697568
13924,13.924,1.704851
13925,13.925,1.71215
13926,13.926,1.719411
13927,13.927,1.726529
13928,13.928,1.733711
13929,13.929,1.740884
13930,13.93,1.747882
13931,13.931,1.75493
13932,13.932,1.761919
13933,13.933,1.768887
13934,13.934,1.775824
13935,13.935,1.782724
13936,13.936,1.789577
13937,13.937,1.7965
13938,13.938,1.803301
13939,13.939,1.810102
13940,13.94,1.816906
13941,13.941,1.823607
13942,13.942,1.830357
13943,13.943,1.837012
13944,13.944,1.843677
13945,13.945,1.850285
13946,13.946,1.85688
13947,13.947,1.863459
13948,13.948,1.869977
13949,13.949,1.876441
13950,13.95,1.883027
13951,13.951,1.889451
13952,13.952,1.89593
13953,13.953,1.902292
13954,13.954,1.908697
13955,13.955,1.915078
13956,13.956,1.921525
13957,13.957,1.927771
13958,13.958,1.933973
13959,13.959,1.940181
13960,13.96,1.946372
13961,13.961,1.9525
13962,13.962,1.958612
13963,13.963,1.964664
13964,13.964,1.970652
13965,13.965,1.976741
13966,13.966,1.982586
13967,13.967,1.988529
13968,13.968,1.99447
13969,13.969,2.000261
13970,13.97,2.006093
13971,13.971,2.011852
13972,13.972,2.017598
13973,13.973,2.023346
13974,13.974,2.029007
13975,13.975,2.034674
13976,13.976,2.040237
13977,13.977,2.045802
13978,13.978,2.05137
13979,13.979,2.056847
13980,13.98,2.062286
13981,13.981,2.067723
13982,13.982,2.073093
13983,13.983,2.078471
13984,13.984,2.083773
13985,13.985,2.089039
13986,13.986,2.094306
13987,13.987,2.099481
13988,13.988,2.104679
13989,13.989,2.109805
13990,13.99,2.114903
13991,13.991,2.120081
13992,13.992,2.125143
13993,13.993,2.130001
13994,13.994,2.134973
13995,13.995,2.13995
13996,13.996,2.144819
13997,13.997,2.149701
13998,13.998,2.154529
13999,13.999,2.159368
14000,14.0,2.164164
14001,14.001,2.168942
14002,14.002,2.173689
14003,14.003,2.178388
14004,14.004,2.18301
14005,14.005,2.187665
14006,14.006,2.192248
14007,14.007,2.196848
14008,14.008,2.201366
14009,14.009,2.205875
14010,14.01,2.210352
14011,14.011,2.214805
14012,14.012,2.219256
14013,14.013,2.223569
14014,14.014,2.227939
14015,14.015,2.232272
14016,14.016,2.236548
14017,14.017,2.240815
14018,14.018,2.24504
14019,14.019,2.249299
14020,14.02,2.253559
14021,14.021,2.257685
14022,14.022,2.261846
14023,14.023,2.265874
14024,14.024,2.269903
14025,14.025,2.273969
14026,14.026,2.277926
14027,14.027,2.281947
14028,14.028,2.285889
14029,14.029,2.289757
14030,14.03,2.293593
14031,14.031,2.297489
14032,14.032,2.30122
14033,14.033,2.305056
14034,14.034,2.308774
14035,14.035,2.312484
14036,14.036,2.316159
14037,14.037,2.319807
14038,14.038,2.323441
14039,14.039,2.327065
14040,14.04,2.330667
14041,14.041,2.334265
14042,14.042,2.337836
14043,14.043,2.341434
14044,14.044,2.344997
14045,14.045,2.348494
14046,14.046,2.351927
14047,14.047,2.355448
14048,14.048,2.358733
14049,14.049,2.362151
14050,14.05,2.365485
14051,14.051,2.368837
14052,14.052,2.372149
14053,14.053,2.375369
14054,14.054,2.378621
14055,14.055,2.381829
14056,14.056,2.384927
14057,14.057,2.388075
14058,14.058,2.39111
14059,14.059,2.394104
14060,14.06,2.396935
14061,14.061,2.39967
14062,14.062,2.402429
14063,14.063,2.405168
14064,14.064,2.407845
14065,14.065,2.410394
14066,14.066,2.413041
14067,14.067,2.415639
14068,14.068,2.418317
14069,14.069,2.420938
14070,14.07,2.423546
14071,14.071,2.426161
14072,14.072,2.428844
14073,14.073,2.431471
14074,14.074,2.43408
14075,14.075,2.436524
14076,14.076,2.438933
14077,14.077,2.441281
14078,14.078,2.443629
14079,14.079,2.445923
14080,14.08,2.448139
14081,14.081,2.450315
14082,14.082,2.452413
14083,14.083,2.454441
14084,14.084,2.456469
14085,14.085,2.458361
14086,14.086,2.46013
14087,14.087,2.461747
14088,14.088,2.463397
14089,14.089,2.464697
14090,14.09,2.466098
14091,14.091,2.467305
14092,14.092,2.468539
14093,14.093,2.469842
14094,14.094,2.471195
14095,14.095,2.472464
14096,14.096,2.473757
14097,14.097,2.474954
14098,14.098,2.476056
14099,14.099,2.477482
14100,14.1,2.478874
14101,14.101,2.480534
14102,14.102,2.481927
14103,14.103,2.482561
14104,14.104,2.482629
14105,14.105,2.482519
14106,14.106,2.482456
14107,14.107,2.482531
14108,14.108,2.482745
14109,14.109,2.482925
14110,14.11,2.483086
14111,14.111,2.4831
14112,14.112,2.483166
14113,14.113,2.483047
14114,14.114,2.483106
14115,14.115,2.482968
14116,14.116,2.48292
14117,14.117,2.482861
14118,14.118,2.482895
14119,14.119,2.482698
14120,14.12,2.482755
14121,14.121,2.482567
14122,14.122,2.482565
14123,14.123,2.48236
14124,14.124,2.482262
14125,14.125,2.48208
14126,14.126,2.481907
14127,14.127,2.481601
14128,14.128,2.481425
14129,14.129,2.481048
14130,14.13,2.480743
14131,14.131,2.480328
14132,14.132,2.479986
14133,14.133,2.479543
14134,14.134,2.479099
14135,14.135,2.478426
14136,14.136,2.478007
14137,14.137,2.477329
14138,14.138,2.476691
14139,14.139,2.476095
14140,14.14,2.475353
14141,14.141,2.474621
14142,14.142,2.473871
14143,14.143,2.473023
14144,14.144,2.472192
14145,14.145,2.471306
14146,14.146,2.470385
14147,14.147,2.469436
14148,14.148,2.468425
14149,14.149,2.467379
14150,14.15,2.466311
14151,14.151,2.465276
14152,14.152,2.464047
14153,14.153,2.462933
14154,14.154,2.46174
14155,14.155,2.460393
14156,14.156,2.459227
14157,14.157,2.457807
14158,14.158,2.456442
14159,14.159,2.455052
14160,14.16,2.453593
14161,14.161,2.452175
14162,14.162,2.450648
14163,14.163,2.449111
14164,14.164,2.447463
14165,14.165,2.445977
14166,14.166,2.444277
14167,14.167,2.442559
14168,14.168,2.440831
14169,14.169,2.43919
14170,14.17,2.437327
14171,14.171,2.435489
14172,14.172,2.433637
14173,14.173,2.431741
14174,14.174,2.429818
14175,14.175,2.427799
14176,14.176,2.425865
14177,14.177,2.423783
14178,14.178,2.421691
14179,14.179,2.419592
14180,14.18,2.41746
14181,14.181,2.415289
14182,14.182,2.413079
14183,14.183,2.410841
14184,14.184,2.408552
14185,14.185,2.406243
14186,14.186,2.403882
14187,14.187,2.401508
14188,14.188,2.39908
14189,14.189,2.39663
14190,14.19,2.39414
14191,14.191,2.391607
14192,14.192,2.389057
14193,14.193,2.38647
14194,14.194,2.383864
14195,14.195,2.381164
14196,14.196,2.378474
14197,14.197,2.375742
14198,14.198,2.372986
14199,14.199,2.370189
14200,14.2,2.367356
14201,14.201,2.364464
14202,14.202,2.361615
14203,14.203,2.358682
14204,14.204,2.355757
14205,14.205,2.352732
14206,14.206,2.349709
14207,14.207,2.346591
14208,14.208,2.34348
14209,14.209,2.340409
14210,14.21,2.33717
14211,14.211,2.334021
14212,14.212,2.330764
14213,14.213,2.327585
14214,14.214,2.32417
14215,14.215,2.320866
14216,14.216,2.317529
14217,14.217,2.314135
14218,14.218,2.310745
14219,14.219,2.307238
14220,14.22,2.303815
14221,14.221,2.300298
14222,14.222,2.296758
14223,14.223,2.293181
14224,14.224,2.289541
14225,14.225,2.285911
14226,14.226,2.282213
14227,14.227,2.278527
14228,14.228,2.274778
14229,14.229,2.271021
14230,14.23,2.267247
14231,14.231,2.263399
14232,14.232,2.259581
14233,14.233,2.25569
14234,14.234,2.251777
14235,14.235,2.247822
14236,14.236,2.243893
14237,14.237,2.239856
14238,14.238,2.235731
14239,14.239,2.231785
14240,14.24,2.227679
14241,14.241,2.223551
14242,14.242,2.219405
14243,14.243,2.215211
14244,14.244,2.210884
14245,14.245,2.206692
14246,14.246,2.202384
14247,14.247,2.198313
14248,14.248,2.193947
14249,14.249,2.189416
14250,14.25,2.185048
14251,14.251,2.180638
14252,14.252,2.176134
14253,14.253,2.171565
14254,14.254,2.16705
14255,14.255,2.162445
14256,14.256,2.157917
14257,14.257,2.153159
14258,14.258,2.148518
14259,14.259,2.143935
14260,14.26,2.139191
14261,14.261,2.134518
14262,14.262,2.129771
14263,14.263,2.125086
14264,14.264,2.120235
14265,14.265,2.115398
14266,14.266,2.110554
14267,14.267,2.105618
14268,14.268,2.100878
14269,14.269,2.095875
14270,14.27,2.090912
14271,14.271,2.08595
14272,14.272,2.08087
14273,14.273,2.075872
14274,14.274,2.070792
14275,14.275,2.065708
14276,14.276,2.06058
14277,14.277,2.055388
14278,14.278,2.050241
14279,14.279,2.045068
14280,14.28,2.039896
14281,14.281,2.034627
14282,14.282,2.029329
14283,14.283,2.024072
14284,14.284,2.018711
14285,14.285,2.013364
14286,14.286,2.008061
14287,14.287,2.002573
14288,14.288,1.997259
14289,14.289,1.991668
14290,14.29,1.986264
14291,14.291,1.980777
14292,14.292,1.975298
14293,14.293,1.96974
14294,14.294,1.964204
14295,14.295,1.958608
14296,14.296,1.952942
14297,14.297,1.947394
14298,14.298,1.941717
14299,14.299,1.93606
14300,14.3,1.930408
14301,14.301,1.924658
14302,14.302,1.91891
14303,14.303,1.913106
14304,14.304,1.907398
14305,14.305,1.901553
14306,14.306,1.895658
14307,14.307,1.88986
14308,14.308,1.883969
14309,14.309,1.878079
14310,14.31,1.872214
14311,14.311,1.866189
14312,14.312,1.860188
14313,14.313,1.854173
14314,14.314,1.848147
14315,14.315,1.842001
14316,14.316,1.835963
14317,14.317,1.829866
14318,14.318,1.823751
14319,14.319,1.817659
14320,14.32,1.81147
14321,14.321,1.805301
14322,14.322,1.799172
14323,14.323,1.792983
14324,14.324,1.786796
14325,14.325,1.780569
14326,14.326,1.774352
14327,14.327,1.768096
14328,14.328,1.761835
14329,14.329,1.755539
14330,14.33,1.749204
14331,14.331,1.742839
14332,14.332,1.736432
14333,14.333,1.730047
14334,14.334,1.723621
14335,14.335,1.71729
14336,14.336,1.710791
14337,14.337,1.704284
14338,14.338,1.697816
14339,14.339,1.691287
14340,14.34,1.68478
14341,14.341,1.678237
14342,14.342,1.671674
14343,14.343,1.665108
14344,14.344,1.658468
14345,14.345,1.651893
14346,14.346,1.645246
14347,14.347,1.638558
14348,14.348,1.63191
14349,14.349,1.625245
14350,14.35,1.61852
14351,14.351,1.611796
14352,14.352,1.60508
14353,14.353,1.598319
14354,14.354,1.591492
14355,14.355,1.584717
14356,14.356,1.577866
14357,14.357,1.570966
14358,14.358,1.564085
14359,14.359,1.557131
14360,14.36,1.550264
14361,14.361,1.543356
14362,14.362,1.536461
14363,14.363,1.529479
14364,14.364,1.522519
14365,14.365,1.515637
14366,14.366,1.508616
14367,14.367,1.501651
14368,14.368,1.494601
14369,14.369,1.487655
14370,14.37,1.48066
14371,14.371,1.473625
14372,14.372,1.46652
14373,14.373,1.459488
14374,14.374,1.452403
14375,14.375,1.445287
14376,14.376,1.438203
14377,14.377,1.431083
14378,14.378,1.423927
14379,14.379,1.416788
14380,14.38,1.409683
14381,14.381,1.402527
14382,14.382,1.395367
14383,14.383,1.38815
14384,14.384,1.381008
14385,14.385,1.373803
14386,14.386,1.366544
14387,14.387,1.359308
14388,14.388,1.352008
14389,14.389,1.34479
14390,14.39,1.337502
14391,14.391,1.330215
14392,14.392,1.322889
14393,14.393,1.315536
14394,14.394,1.30817
14395,14.395,1.300767
14396,14.396,1.293399
14397,14.397,1.286006
14398,14.398,1.278642
14399,14.399,1.271215
14400,14.4,1.263804
14401,14.401,1.256375
14402,14.402,1.248962
14403,14.403,1.241538
14404,14.404,1.234079
14405,14.405,1.226609
14406,14.406,1.219129
14407,14.407,1.211643
14408,14.408,1.204152
14409,14.409,1.196663
14410,14.41,1.189154
14411,14.411,1.181598
14412,14.412,1.174115
14413,14.413,1.166571
14414,14.414,1.159038
14415,14.415,1.151501
14416,14.416,1.143943
14417,14.417,1.13641
14418,14.418,1.128799
14419,14.419,1.121232
14420,14.42,1.113653
14421,14.421,1.106073
14422,14.422,1.098479
14423,14.423,1.090859
14424,14.424,1.083244
14425,14.425,1.075597
14426,14.426,1.067977
14427,14.427,1.060335
14428,14.428,1.05266
14429,14.429,1.04498
14430,14.43,1.037303
14431,14.431,1.029653
14432,14.432,1.021972
14433,14.433,1.014318
14434,14.434,1.006593
14435,14.435,0.998887
14436,14.436,0.991168
14437,14.437,0.983479
14438,14.438,0.975759
14439,14.439,0.968003
14440,14.44,0.960297
14441,14.441,0.952541
14442,14.442,0.944808
14443,14.443,0.937053
14444,14.444,0.929293
14445,14.445,0.921517
14446,14.446,0.913767
14447,14.447,0.906035
14448,14.448,0.898255
14449,14.449,0.890459
14450,14.45,0.8827
14451,14.451,0.874902
14452,14.452,0.867163
14453,14.453,0.859341
14454,14.454,0.851554
14455,14.455,0.843764
14456,14.456,0.83595
14457,14.457,0.828133
14458,14.458,0.820337
14459,14.459,0.812536
14460,14.46,0.804725
14461,14.461,0.796899
14462,14.462,0.789118
14463,14.463,0.781318
14464,14.464,0.773481
14465,14.465,0.765646
14466,14.466,0.757859
14467,14.467,0.750021
14468,14.468,0.742201
14469,14.469,0.734366
14470,14.47,0.726536
14471,14.471,0.718706
14472,14.472,0.710853
14473,14.473,0.703012
14474,14.474,0.695214
14475,14.475,0.68738
14476,14.476,0.679522
14477,14.477,0.671651
14478,14.478,0.66383
14479,14.479,0.65604
14480,14.48,0.648196
14481,14.481,0.640359
14482,14.482,0.632493
14483,14.483,0.624659
14484,14.484,0.616847
14485,14.485,0.609002
14486,14.486,0.601167
14487,14.487,0.593317
14488,14.488,0.585517
14489,14.489,0.577697
14490,14.49,0.569892
14491,14.491,0.562054
14492,14.492,0.554257
14493,14.493,0.546413
14494,14.494,0.538622
14495,14.495,0.530777
14496,14.496,0.522976
14497,14.497,0.515186
14498,14.498,0.507356
14499,14.499,0.499566
14500,14.5,0.491756
14501,14.501,0.483958
14502,14.502,0.476179
14503,14.503,0.468393
14504,14.504,0.460567
14505,14.505,0.452812
14506,14.506,0.445031
14507,14.507,0.437269
14508,14.508,0.429471
14509,14.509,0.421711
14510,14.51,0.413936
14511,14.511,0.40619
14512,14.512,0.398408
14513,14.513,0.390685
14514,14.514,0.382985
14515,14.515,0.375202
14516,14.516,0.36749
14517,14.517,0.359774
14518,14.518,0.35204
14519,14.519,0.344338
14520,14.52,0.336617
14521,14.521,0.328922
14522,14.522,0.321203
14523,14.523,0.313545
14524,14.524,0.305834
14525,14.525,0.298167
14526,14.526,0.290483
14527,14.527,0.282867
14528,14.528,0.275166
14529,14.529,0.267535
14530,14.53,0.259915
14531,14.531,0.252254
14532,14.532,0.244596
14533,14.533,0.237034
14534,14.534,0.229425
14535,14.535,0.22183
14536,14.536,0.214226
14537,14.537,0.206606
14538,14.538,0.199041
14539,14.539,0.191459
14540,14.54,0.183852
14541,14.541,0.176353
14542,14.542,0.16882
14543,14.543,0.161227
14544,14.544,0.153758
14545,14.545,0.146231
14546,14.546,0.138734
14547,14.547,0.131234
14548,14.548,0.123738
14549,14.549,0.116287
14550,14.55,0.108792
14551,14.551,0.101324
14552,14.552,0.093874
14553,14.553,0.086472
14554,14.554,0.079031
14555,14.555,0.07163
14556,14.556,0.064196
14557,14.557,0.056793
14558,14.558,0.049378
14559,14.559,0.042106
14560,14.56,0.03461
14561,14.561,0.027293
14562,14.562,0.01998
14563,14.563,0.012656
14564,14.564,0.005321
14565,14.565,-0.001976
14566,14.566,-0.009266
14567,14.567,-0.016557
14568,14.568,-0.02381
14569,14.569,-0.031071
14570,14.57,-0.038325
14571,14.571,-0.045553
14572,14.572,-0.052765
14573,14.573,-0.059919
14574,14.574,-0.067188
14575,14.575,-0.07442
14576,14.576,-0.081458
14577,14.577,-0.088728
14578,14.578,-0.095817
14579,14.579,-0.102958
14580,14.58,-0.110075
14581,14.581,-0.117184
14582,14.582,-0.124256
14583,14.583,-0.131223
14584,14.584,-0.138458
14585,14.585,-0.145434
14586,14.586,-0.152455
14587,14.587,-0.159503
14588,14.588,-0.166437
14589,14.589,-0.173493
14590,14.59,-0.180459
14591,14.591,-0.187545
14592,14.592,-0.194382
14593,14.593,-0.201295
14594,14.594,-0.208222
14595,14.595,-0.21515
14596,14.596,-0.221939
14597,14.597,-0.228866
14598,14.598,-0.235796
14599,14.599,-0.242555
14600,14.6,-0.249373
14601,14.601,-0.256178
14602,14.602,-0.262965
14603,14.603,-0.269738
14604,14.604,-0.276483
14605,14.605,-0.283239
14606,14.606,-0.289973
14607,14.607,-0.296699
14608,14.608,-0.3033
14609,14.609,-0.310059
14610,14.61,-0.316835
14611,14.611,-0.323417
14612,14.612,-0.330041
14613,14.613,-0.336665
14614,14.614,-0.343161
14615,14.615,-0.349918
14616,14.616,-0.356402
14617,14.617,-0.362912
14618,14.618,-0.369438
14619,14.619,-0.375952
14620,14.62,-0.382392
14621,14.621,-0.388882
14622,14.622,-0.39528
14623,14.623,-0.401762
14624,14.624,-0.408104
14625,14.625,-0.414569
14626,14.626,-0.420906
14627,14.627,-0.427282
14628,14.628,-0.433625
14629,14.629,-0.439794
14630,14.63,-0.446414
14631,14.631,-0.452519
14632,14.632,-0.458682
14633,14.633,-0.465037
14634,14.634,-0.47143
14635,14.635,-0.47743
14636,14.636,-0.483829
14637,14.637,-0.489912
14638,14.638,-0.496075
14639,14.639,-0.502217
14640,14.64,-0.508329
14641,14.641,-0.514427
14642,14.642,-0.52054
14643,14.643,-0.526577
14644,14.644,-0.532566
14645,14.645,-0.538635
14646,14.646,-0.544603
14647,14.647,-0.550556
14648,14.648,-0.556517
14649,14.649,-0.562455
14650,14.65,-0.568368
14651,14.651,-0.574245
14652,14.652,-0.580122
14653,14.653,-0.585978
14654,14.654,-0.591845
14655,14.655,-0.597609
14656,14.656,-0.603446
14657,14.657,-0.609188
14658,14.658,-0.614946
14659,14.659,-0.62066
14660,14.66,-0.626399
14661,14.661,-0.631953
14662,14.662,-0.637817
14663,14.663,-0.643356
14664,14.664,-0.648994
14665,14.665,-0.654596
14666,14.666,-0.660161
14667,14.667,-0.665715
14668,14.668,-0.671251
14669,14.669,-0.676741
14670,14.67,-0.682206
14671,14.671,-0.68773
14672,14.672,-0.693103
14673,14.673,-0.698523
14674,14.674,-0.703895
14675,14.675,-0.709263
14676,14.676,-0.714594
14677,14.677,-0.719913
14678,14.678,-0.725183
14679,14.679,-0.730468
14680,14.68,-0.735697
14681,14.681,-0.740925
14682,14.682,-0.746107
14683,14.683,-0.751297
14684,14.684,-0.756426
14685,14.685,-0.761557
14686,14.686,-0.76665
14687,14.687,-0.771747
14688,14.688,-0.776798
14689,14.689,-0.781854
14690,14.69,-0.786859
14691,14.691,-0.791846
14692,14.692,-0.796734
14693,14.693,-0.801709
14694,14.694,-0.806621
14695,14.695,-0.811507
14696,14.696,-0.816339
14697,14.697,-0.821171
14698,14.698,-0.825941
14699,14.699,-0.830734
14700,14.7,-0.835471
14701,14.701,-0.84017
14702,14.702,-0.844821
14703,14.703,-0.849492
14704,14.704,-0.85416
14705,14.705,-0.858784
14706,14.706,-0.863383
14707,14.707,-0.867918
14708,14.708,-0.872515
14709,14.709,-0.877002
14710,14.71,-0.881496
14711,14.711,-0.885971
14712,14.712,-0.890388
14713,14.713,-0.894819
14714,14.714,-0.899206
14715,14.715,-0.903557
14716,14.716,-0.907929
14717,14.717,-0.912247
14718,14.718,-0.91651
14719,14.719,-0.920769
14720,14.72,-0.92498
14721,14.721,-0.929187
14722,14.722,-0.933378
14723,14.723,-0.937545
14724,14.724,-0.941663
14725,14.725,-0.945717
14726,14.726,-0.949836
14727,14.727,-0.953865
14728,14.728,-0.957885
14729,14.729,-0.961859
14730,14.73,-0.965846
14731,14.731,-0.969786
14732,14.732,-0.973632
14733,14.733,-0.977582
14734,14.734,-0.98139
14735,14.735,-0.98525
14736,14.736,-0.989011
14737,14.737,-0.992821
14738,14.738,-0.996599
14739,14.739,-1.000327
14740,14.74,-1.004008
14741,14.741,-1.007674
14742,14.742,-1.011404
14743,14.743,-1.015014
14744,14.744,-1.018659
14745,14.745,-1.022254
14746,14.746,-1.025845
14747,14.747,-1.029411
14748,14.748,-1.032901
14749,14.749,-1.036396
14750,14.75,-1.039878
14751,14.751,-1.043337
14752,14.752,-1.046829
14753,14.753,-1.050162
14754,14.754,-1.053599
14755,14.755,-1.056917
14756,14.756,-1.060291
14757,14.757,-1.063601
14758,14.758,-1.066876
14759,14.759,-1.070155
14760,14.76,-1.073435
14761,14.761,-1.076654
14762,14.762,-1.079861
14763,14.763,-1.083097
14764,14.764,-1.086212
14765,14.765,-1.089327
14766,14.766,-1.092476
14767,14.767,-1.09555
14768,14.768,-1.098616
14769,14.769,-1.101685
14770,14.77,-1.104681
14771,14.771,-1.10772
14772,14.772,-1.110669
14773,14.773,-1.113694
14774,14.774,-1.116664
14775,14.775,-1.119663
14776,14.776,-1.122587
14777,14.777,-1.125476
14778,14.778,-1.128405
14779,14.779,-1.1313
14780,14.78,-1.134145
14781,14.781,-1.136992
14782,14.782,-1.139865
14783,14.783,-1.142631
14784,14.784,-1.145393
14785,14.785,-1.148106
14786,14.786,-1.15076
14787,14.787,-1.153396
14788,14.788,-1.155971
14789,14.789,-1.158514
14790,14.79,-1.160983
14791,14.791,-1.163418
14792,14.792,-1.165859
14793,14.793,-1.168285
14794,14.794,-1.170647
14795,14.795,-1.172749
14796,14.796,-1.17542
14797,14.797,-1.177346
14798,14.798,-1.179486
14799,14.799,-1.181645
14800,14.8,-1.183957
14801,14.801,-1.186249
14802,14.802,-1.188604
14803,14.803,-1.190985
14804,14.804,-1.19308
14805,14.805,-1.195802
14806,14.806,-1.19797
14807,14.807,-1.200301
14808,14.808,-1.202636
14809,14.809,-1.204941
14810,14.81,-1.207197
14811,14.811,-1.209419
14812,14.812,-1.211613
14813,14.813,-1.213833
14814,14.814,-1.215874
14815,14.815,-1.217928
14816,14.816,-1.219998
14817,14.817,-1.221897
14818,14.818,-1.223767
14819,14.819,-1.225468
14820,14.82,-1.226984
14821,14.821,-1.228334
14822,14.822,-1.229542
14823,14.823,-1.23064
14824,14.824,-1.231633
14825,14.825,-1.232634
14826,14.826,-1.23357
14827,14.827,-1.234586
14828,14.828,-1.235578
14829,14.829,-1.236563
14830,14.83,-1.237681
14831,14.831,-1.238192
14832,14.832,-1.239107
14833,14.833,-1.240416
14834,14.834,-1.24156
14835,14.835,-1.242747
14836,14.836,-1.244433
14837,14.837,-1.245743
14838,14.838,-1.24746
14839,14.839,-1.248871
14840,14.84,-1.250047
14841,14.841,-1.250571
14842,14.842,-1.250446
14843,14.843,-1.24947
14844,14.844,-1.248686
14845,14.845,-1.247912
14846,14.846,-1.246865
14847,14.847,-1.24604
14848,14.848,-1.245517
14849,14.849,-1.245081
14850,14.85,-1.244781
14851,14.851,-1.244631
14852,14.852,-1.244629
14853,14.853,-1.244455
14854,14.854,-1.244341
14855,14.855,-1.244338
14856,14.856,-1.244215
14857,14.857,-1.244039
14858,14.858,-1.243935
14859,14.859,-1.243766
14860,14.86,-1.243581
14861,14.861,-1.243314
14862,14.862,-1.243104
14863,14.863,-1.242806
14864,14.864,-1.242494
14865,14.865,-1.242166
14866,14.866,-1.241803
14867,14.867,-1.241425
14868,14.868,-1.240996
14869,14.869,-1.240508
14870,14.87,-1.240031
14871,14.871,-1.239542
14872,14.872,-1.238962
14873,14.873,-1.238403
14874,14.874,-1.237769
14875,14.875,-1.237151
14876,14.876,-1.236471
14877,14.877,-1.235774
